"year","statistical_region","treatment_inlet_delivered_waste_code","input_waste_name","treatment_operation","treatment_outlet_delivered_waste_code","output_waste_name","further_treatment_envisaged","waste_sent_to_self_storage_end_year","waste_sent_to_collector_SI","waste_sent_to_treatment_operator","waste_sent_to_EU_member_states","waste_sent_to_non_EU_countries","waste_sent_to_no_further_management"
2023,"OSREDNJESLOVENSKA","20 03 01","Mixed Municipal Waste (20 03 01)","D_08,09","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_12, R_13",0,0,385.82,0,0,0
2023,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","BO","20 03 07","Bulky Municipal Waste (20 03 07)",NA,99.84,0,0,0,0,0
2023,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12","19 12 02","Ferrous Metals from Mechanical Treatment (19 12 02)","R_12, R_13",0,0,524.474,0,0,0
2023,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_12, R_13",0,0,20964.103,0,0,0
2023,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","19 12 02","Ferrous Metals from Mechanical Treatment (19 12 02)","R_04",0,0,1177.522,0,0,0
2023,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","19 12 02","Ferrous Metals from Mechanical Treatment (19 12 02)","R_12, R_13",0,0,1792.03,0,0,0
2023,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","19 12 02","Ferrous Metals from Mechanical Treatment (19 12 02)","R_13",0,0,0,17.738,0,0
2023,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","19 12 04","Plastics and Rubber from Mechanical Treatment (19 12 04)","R_03",0,0,0,11.866,0,0
2023,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","19 12 04","Plastics and Rubber from Mechanical Treatment (19 12 04)","R_12, R_13",0,0,0.6,0,0,0
2023,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_03",0,0,0,142.287,0,0
2023,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_12, R_13",0,0,1.1,0,0,0
2023,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","D_01",0,0,152.865,0,0,0
2023,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_01",0,0,0,1058.614,0,0
2023,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_0101",0,0,565.888,0,0,0
2023,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_12, R_13",0,0,588.749,0,0,0
2023,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)",NA,0,178.352,0,0,0,0
2023,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 01 02","Glass from Municipal Waste (20 01 02)","R_12, R_13",0,0,47.72,0,0,0
2023,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_03",0,0,113.47,0,0,0
2023,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_12, R_13",0,0,27.15,0,0,0
2023,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 01 39","Plastics from Municipal Waste (20 01 39)","R_03",0,0,1.18,0,0,0
2023,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 01 40","Metals from Municipal Waste (20 01 40)","R_12, R_13",0,0,22.674,0,0,0
2023,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 03 07","Bulky Municipal Waste (20 03 07)","D_01",0,0,9072.84,0,0,0
2023,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13",0,0,489.48,0,0,0
2023,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 03 07","Bulky Municipal Waste (20 03 07)",NA,7.8,0,0,0,0,0
2023,"PODRAVSKA","03 01 99","Other Unspecified Wood Waste (03 01 99)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_01",0,0,0,1036.33,0,0
2023,"PODRAVSKA","03 03 08","Waste from Sorting of Paper and Cardboard for Recycling (03 03 08)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_03",0,0,1242.06,457.733,0,0
2023,"PODRAVSKA","03 03 08","Waste from Sorting of Paper and Cardboard for Recycling (03 03 08)","R_12, R_13","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_03",0,0,6.56,0,0,0
2023,"PODRAVSKA","03 03 99","Other Unspecified Paper Waste (03 03 99)","R_12, R_13","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_03",0,0,21.86,0,0,0
2023,"PODRAVSKA","12 01 02","Iron Dust and Particles (12 01 02)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)",NA,12.471,0,0,0,0,0
2023,"PODRAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12","19 12 10","Refuse-Derived Fuel (19 12 10)","R_01",0,0,0,18.356,0,0
2023,"PODRAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_02",0,0,0,185.31,0,0
2023,"PODRAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_03",0,0,20.1,12380.916,1108.16,0
2023,"PODRAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13",0,0,1091.528,0,0,0
2023,"PODRAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)",NA,39.654,0,0,0,0,0
2023,"PODRAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_03",0,0,615.685,330.342,0,0
2023,"PODRAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_12, R_13",0,0,717.01,0,0,0
2023,"PODRAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13","19 12 02","Ferrous Metals from Mechanical Treatment (19 12 02)","R_12, R_13",0,0,3.4,0,0,0
2023,"PODRAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_03",0,0,288.053,0,0,0
2023,"PODRAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13",0,0,356.297,0,0,0
2023,"PODRAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)",NA,55.319,0,0,0,0,0
2023,"PODRAVSKA","15 01 03","Wooden Packaging (15 01 03)","R_12, R_13","15 01 03","Wooden Packaging (15 01 03)","R_03",0,0,4909.06,6.8,0,0
2023,"PODRAVSKA","15 01 03","Wooden Packaging (15 01 03)","R_12, R_13","15 01 03","Wooden Packaging (15 01 03)","R_12, R_13",0,0,132.925,0,0,0
2023,"PODRAVSKA","15 01 03","Wooden Packaging (15 01 03)","R_12, R_13","15 01 03","Wooden Packaging (15 01 03)",NA,7.436,0,0,0,0,0
2023,"PODRAVSKA","15 01 03","Wooden Packaging (15 01 03)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_01",0,0,0,2.991,0,0
2023,"PODRAVSKA","15 01 03","Wooden Packaging (15 01 03)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_12",0,0,135.44,0,0,0
2023,"PODRAVSKA","15 01 03","Wooden Packaging (15 01 03)","R_12, R_13","20 01 40","Metals from Municipal Waste (20 01 40)",NA,186.032,0,0,0,0,0
2023,"PODRAVSKA","15 01 05","Composite Packaging (15 01 05)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)",NA,0,49.44,0,0,0,0
2023,"PODRAVSKA","15 01 06","Mixed Packaging (15 01 06)","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_03",0,0,0,2434.813,0,0
2023,"PODRAVSKA","15 01 06","Mixed Packaging (15 01 06)","R_12, R_13","15 01 03","Wooden Packaging (15 01 03)","R_03",0,0,1.46,0,0,0
2023,"PODRAVSKA","15 01 06","Mixed Packaging (15 01 06)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_03",0,0,0,106.997,0,0
2023,"PODRAVSKA","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_03",0,0,294.841,0,0,0
2023,"PODRAVSKA","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)",NA,19.94,0,0,0,0,0
2023,"PODRAVSKA","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_01",0,0,0,27.42,0,0
2023,"PODRAVSKA","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_12",0,0,4.036,0,0,0
2023,"PODRAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","BO","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12",0,0,5.36,0,0,0
2023,"PODRAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","BO","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)",NA,7.42,0,0,0,0,0
2023,"PODRAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","D_10","19 01 12","Bottom Ash and Slag (19 01 12)","D_01",0,0,35.352,0,0,0
2023,"PODRAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_03",0,0,0,21.88,0,0
2023,"PODRAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12","19 12 10","Refuse-Derived Fuel (19 12 10)","R_01",0,0,0,0,700.9,0
2023,"PODRAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_03",0,0,0,26.3,0,0
2023,"PODRAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13",0,0,1322.46,0,0,0
2023,"PODRAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)",NA,10,68.537,0,0,0,0
2023,"PODRAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_03",0,0,1552.661,1747.039,494.9,0
2023,"PODRAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_03",0,0,417.264,1362.682,0,0
2023,"PODRAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13",0,0,382.91,0,0,0
2023,"PODRAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)",NA,45.576,47.4,0,0,0,0
2023,"PODRAVSKA","20 01 36","Non-Hazardous Waste Electrical Equipment (20 01 36)","R_12, R_13","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13",0,0,2.02,0,0,0
2023,"PODRAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","BO","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_03",0,0,503.438,0,0,0
2023,"PODRAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_0302","19 12 12","Other Mechanically Treated Waste (19 12 12)",NA,0,299.36,0,0,0,0
2023,"PODRAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_01",0,0,0,134.605,0,0
2023,"PODRAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_12, R_13","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)",NA,0,108.24,0,0,0,0
2023,"PODRAVSKA","20 03 01","Mixed Municipal Waste (20 03 01)","D_09","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12",0,0,654.04,0,0,0
2023,"PODRAVSKA","20 03 01","Mixed Municipal Waste (20 03 01)","D_09","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13",0,0,469.12,0,0,0
2023,"PODRAVSKA","20 03 01","Mixed Municipal Waste (20 03 01)","D_09","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)",NA,59.28,0,0,0,0,0
2023,"PODRAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","D_08,09","19 12 02","Ferrous Metals from Mechanical Treatment (19 12 02)","R_12, R_13",0,0,72.18,0,0,0
2023,"PODRAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","D_08,09","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_12",0,0,279.55,0,0,0
2023,"PODRAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","D_08,09","20 03 01","Mixed Municipal Waste (20 03 01)","D_08,09",0,0,347.05,0,0,0
2023,"PODRAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12","19 12 10","Refuse-Derived Fuel (19 12 10)","R_01",0,0,0,29.2,3084.84,0
2023,"PODRAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_03",0,0,120,0,0,0
2023,"PODRAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13",0,0,1571.88,0,0,0
2023,"PODRAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","19 12 02","Ferrous Metals from Mechanical Treatment (19 12 02)","R_04",0,0,0,99.498,0,0
2023,"PODRAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","19 12 03","Non-Ferrous Metals from Mechanical Treatment (19 12 03)","R_04",0,0,0,7.62,0,0
2023,"PODRAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_01",0,0,0,3841.724,0,0
2023,"PODRAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_12",0,0,180.53,0,0,0
2023,"PODRAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 03 07","Bulky Municipal Waste (20 03 07)","D_01",0,0,1961.56,0,0,0
2023,"PODRAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13",0,0,107.26,0,0,0
2023,"POMURSKA","03 01 05","Sawdust/Shavings/Cuttings (03 01 05)","R_12, R_13","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_03",0,0,0,1950.61,0,0
2023,"POMURSKA","03 01 99","Other Unspecified Wood Waste (03 01 99)","R_12, R_13","15 01 03","Wooden Packaging (15 01 03)","R_03",0,0,93.125,0,0,0
2023,"POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","BO","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13",0,0,166.035,0,0,0
2023,"POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_03",0,0,0,2322.325,0,0
2023,"POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13",0,0,303.95,0,0,0
2023,"POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)",NA,112.467,192.126,0,0,0,0
2023,"POMURSKA","15 01 03","Wooden Packaging (15 01 03)","R_12, R_13","15 01 03","Wooden Packaging (15 01 03)","R_03",0,0,146.115,0,0,0
2023,"POMURSKA","15 01 03","Wooden Packaging (15 01 03)","R_12, R_13","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","R_03",0,0,0,551.67,0,0
2023,"POMURSKA","15 01 03","Wooden Packaging (15 01 03)","R_12, R_13","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)",NA,10.827,0,0,0,0,0
2023,"POMURSKA","15 01 03","Wooden Packaging (15 01 03)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_12, R_13",0,0,117.596,0,0,0
2023,"POMURSKA","15 01 06","Mixed Packaging (15 01 06)","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12, R_13",0,0,256.215,0,0,0
2023,"POMURSKA","15 01 06","Mixed Packaging (15 01 06)","R_12, R_13","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13",0,0,220.428,0,0,0
2023,"POMURSKA","15 01 06","Mixed Packaging (15 01 06)","R_12, R_13","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)",NA,55.337,0,0,0,0,0
2023,"POMURSKA","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","D_10","19 01 12","Bottom Ash and Slag (19 01 12)",NA,0,0.183,0,0,0,0
2023,"POMURSKA","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_03",0,0,0,586.76,0,0
2023,"POMURSKA","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)",NA,4.435,0,0,0,0,0
2023,"POMURSKA","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_12, R_13",0,0,15.28,0,0,0
2023,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","BO","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13",0,0,272.72,0,0,0
2023,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","BO","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)",NA,0,24.24,0,0,0,0
2023,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_03",0,0,0,347.633,0,0
2023,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_12, R_13",0,0,415.456,0,0,0
2023,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_03",0,0,361.576,749.429,0,0
2023,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13",0,0,43.611,0,0,0
2023,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","R_12, R_13","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)",NA,105.813,159.58,0,0,0,0
2023,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_12","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_03",0,0,608.88,0,0,0
2023,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_12","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_12, R_13",0,0,352.38,0,0,0
2023,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_12, R_13",0,0,352.58,0,0,0
2023,"POMURSKA","20 03 01","Mixed Municipal Waste (20 03 01)","D_08,09","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)",NA,64.2,0,0,0,0,0
2023,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","D_01","20 03 07","Bulky Municipal Waste (20 03 07)",NA,0,0,0,0,0,366.72
2023,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","15 01 10*","Hazardous Contaminated Packaging (15 01 10*)",NA,0,0.204,0,0,0,0
2023,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","16 01 03","End-of-Life Tyres (16 01 03)",NA,0,40.44,0,0,0,0
2023,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","16 01 07*","Oil Filters (16 01 07*)",NA,0,0.093,0,0,0,0
2023,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","19 12 02","Ferrous Metals from Mechanical Treatment (19 12 02)","R_04",0,0,0,990.12,0,0
2023,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","19 12 02","Ferrous Metals from Mechanical Treatment (19 12 02)",NA,2.088,0,0,0,0,0
2023,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","19 12 05","Glass from Mechanical Treatment (19 12 05)","R_05",0,0,0,11.66,0,0
2023,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_01",0,0,0,23.9,0,0
2023,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_04",0,0,0,23.62,0,0
2023,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)","R_12",0,0,1399.493,0,0,0
2023,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","19 12 12","Other Mechanically Treated Waste (19 12 12)",NA,0,997.06,0,0,0,0
2023,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 01 23*","Discarded Equipment Containing CFCs (20 01 23*)",NA,16.59,4.31,0,0,0,0
2023,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 01 26*","Non-Edible Oils and Fats (20 01 26*)",NA,0,0.2,0,0,0,0
2023,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 01 27*","Hazardous Paints, Inks, Adhesives (20 01 27*)",NA,0,0.847,0,0,0,0
2023,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 01 35*","Hazardous Waste Electrical Equipment (20 01 35*)",NA,5.246,9.563,0,0,0,0
2023,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 01 36","Non-Hazardous Waste Electrical Equipment (20 01 36)","R_12, R_13",0,0,85.29,0,0,0
2023,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 01 36","Non-Hazardous Waste Electrical Equipment (20 01 36)",NA,12.07,44.56,0,0,0,0
2023,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","R_03",0,0,1012.28,0,0,0
2023,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)",NA,26.98,0,0,0,0,0
2023,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 01 39","Plastics from Municipal Waste (20 01 39)",NA,117.717,0,0,0,0,0
2023,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 01 40","Metals from Municipal Waste (20 01 40)","R_12, R_13",0,0,36.731,0,0,0
2023,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 01 40","Metals from Municipal Waste (20 01 40)",NA,40.06,0,0,0,0,0
2023,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13",0,0,9.174,0,0,0
2023,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","R_12, R_13","20 03 07","Bulky Municipal Waste (20 03 07)",NA,81.94,0,0,0,0,0
2023,"POSAVSKA","03 03 01","Bark and Wood Waste from Pulp/Paper Production (03 03 01)","R_01","10 01 01","Ash, slag and boiler dust (excluding boiler dust listed under 10 01 04) (10 01 01)","R_00",0,0,5.11,0,0,0
2023,"POSAVSKA","03 03 08","Waste from Sorting of Paper and Cardboard for Recycling (03 03 08)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_03",0,0,390.823,0,0,0
2023,"POSAVSKA","03 03 99","Other Unspecified Paper Waste (03 03 99)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_03",0,0,9.38,0,0,0
2023,"POSAVSKA","03 03 99","Other Unspecified Paper Waste (03 03 99)","R_12, R_13","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_12, R_13",0,0,89.72,0,0,0
2023,"POSAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","BO","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_03",0,0,0,2414.891,0,0
2023,"POSAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","BO","15 01 01","Paper and Cardboard Packaging (15 01 01)",NA,44.629,0,0,0,0,0
2023,"POSAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","R_12","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","R_03",0,0,2295.256,0,0,0
