"year","statistical_region","treatment_inlet_delivered_waste_code","input_waste_name","waste_category","treatment_outlet_delivered_waste_code","output_waste_name","waste_category_1","waste_handed_to_collectors_RS","waste_delivered_to_operators_RS","waste_sent_to_EU","waste_sent_to_non_EU"
2020,"PODRAVSKA",NA,NA,"Other Waste","12 01 03","Non-Ferrous Metal Turnings (12 01 03)","Metal/Plastic Processing Waste",149.583,26.36,1337.911,0
2020,"PODRAVSKA",NA,NA,"Other Waste","12 01 04","Non-Ferrous Metal Dust and Particles (12 01 04)","Metal/Plastic Processing Waste",44.899,324.748,85.868,0
2020,"PODRAVSKA",NA,NA,"Other Waste","12 01 09*",NA,"Metal/Plastic Processing Waste",0,256.74,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","12 01 20*",NA,"Metal/Plastic Processing Waste",0,23.825,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","13 02 05*",NA,"Other Waste",0.329,1.66,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","13 05 02*",NA,"Other Waste",0,10.739,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","13 05 03*",NA,"Other Waste",0,2.16,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","13 05 06*",NA,"Other Waste",0,266.72,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","13 05 07*",NA,"Other Waste",0,65.1,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",17.972,2234.615,15277.604,582.98
2020,"PODRAVSKA",NA,NA,"Other Waste","15 01 02","Plastic Packaging (15 01 02)","Packaging Waste",94.94,1902.726,3963.052,452.38
2020,"PODRAVSKA",NA,NA,"Other Waste","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0,2017.025,10.9,0
2020,"PODRAVSKA",NA,NA,"Other Waste","15 01 04","Metal Packaging (15 01 04)","Packaging Waste",5.7,2256.636,418.068,0
2020,"PODRAVSKA",NA,NA,"Other Waste","15 01 05","Composite Packaging (15 01 05)","Packaging Waste",0,32.96,271.584,0
2020,"PODRAVSKA",NA,NA,"Other Waste","15 01 06","Mixed Packaging (15 01 06)","Packaging Waste",7.12,1661.77,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","15 01 07","Glass Packaging (15 01 07)","Packaging Waste",1584.8,611.18,156.58,0
2020,"PODRAVSKA",NA,NA,"Other Waste","15 01 10*","Hazardous Contaminated Packaging (15 01 10*)","Packaging Waste",0.079,0.362,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","16 01 03","End-of-Life Tyres (16 01 03)","Miscellaneous Waste",44.66,0,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","16 01 06",NA,"Miscellaneous Waste",15.08,2305.28,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","16 01 14*",NA,"Miscellaneous Waste",0,1.334,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","16 01 17",NA,"Miscellaneous Waste",0,203.63,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","16 01 18","Non-ferrous Metals (16 01 18)","Miscellaneous Waste",0,11.007,116.046,0
2020,"PODRAVSKA",NA,NA,"Other Waste","16 01 20",NA,"Miscellaneous Waste",0,4.98,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","16 02 14","Discarded Equipment Not Otherwise Specified (16 02 14)","Miscellaneous Waste",0,2.302,428.62,0
2020,"PODRAVSKA",NA,NA,"Other Waste","16 02 15*",NA,"Miscellaneous Waste",4.988,0,314.82,0
2020,"PODRAVSKA",NA,NA,"Other Waste","16 02 16","Components Removed from Discarded Equipment (16 02 16)","Miscellaneous Waste",0,30.859,227.639,0
2020,"PODRAVSKA",NA,NA,"Other Waste","16 03 05*",NA,"Miscellaneous Waste",0,0.14,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","16 03 06","Non-Hazardous Organic Wastes (16 03 06)","Miscellaneous Waste",0,4.08,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","16 05 06*",NA,"Miscellaneous Waste",0.006,0,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","16 06 01*","Lead-Acid Batteries (16 06 01*)","Miscellaneous Waste",18.217,4.007,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","16 06 02*",NA,"Miscellaneous Waste",0,0.454,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","16 06 05",NA,"Miscellaneous Waste",0,0.156,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","16 10 02",NA,"Miscellaneous Waste",0,3158.9,1091.97,0
2020,"PODRAVSKA",NA,NA,"Other Waste","17 01 01","Concrete Waste (17 01 01)","Construction/Demolition Waste",0,218.4,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","17 01 07","Non-Hazardous Concrete/Brick/Ceramic Mixtures (17 01 07)","Construction/Demolition Waste",0,1519.28,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","17 04 01",NA,"Construction/Demolition Waste",0.303,1.54,309.47,0
2020,"PODRAVSKA",NA,NA,"Other Waste","17 04 02",NA,"Construction/Demolition Waste",0,1.54,2125.615,0
2020,"PODRAVSKA",NA,NA,"Other Waste","17 04 03",NA,"Construction/Demolition Waste",0,16.366,24.02,0
2020,"PODRAVSKA",NA,NA,"Other Waste","17 04 04",NA,"Construction/Demolition Waste",0,0,89.646,0
2020,"PODRAVSKA",NA,NA,"Other Waste","17 04 05","Iron and Steel Waste (17 04 05)","Construction/Demolition Waste",0,2.06,2575.963,0
2020,"PODRAVSKA",NA,NA,"Other Waste","17 04 07",NA,"Construction/Demolition Waste",0,0,18.58,0
2020,"PODRAVSKA",NA,NA,"Other Waste","17 04 11",NA,"Construction/Demolition Waste",3.06,0,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","17 05 04","Gypsum-Based Waste (17 05 04)","Construction/Demolition Waste",0,70.55,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","17 06 04","Other Insulation Materials (17 06 04)","Construction/Demolition Waste",0,32.8,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","17 06 05*","Construction Materials Containing Asbestos (17 06 05*)","Construction/Demolition Waste",0,140.96,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","17 08 02","Gypsum-Based Construction Materials (17 08 02)","Construction/Demolition Waste",0,63.8,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","17 09 04","Gypsum-Based Building Materials (17 09 04)","Construction/Demolition Waste",0,5505.252,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","19 01 07*",NA,"Waste Treatment Residues",0,31.34,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","19 01 12","Bottom Ash and Slag (19 01 12)","Waste Treatment Residues",0,429.3,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","19 02 07*",NA,"Waste Treatment Residues",0,0,3172.37,0
2020,"PODRAVSKA",NA,NA,"Other Waste","19 02 08*",NA,"Waste Treatment Residues",0,0,5265.86,0
2020,"PODRAVSKA",NA,NA,"Other Waste","19 02 09*",NA,"Waste Treatment Residues",0,0,4587.05,0
2020,"PODRAVSKA",NA,NA,"Other Waste","19 02 11*",NA,"Waste Treatment Residues",0,0,1473.85,0
2020,"PODRAVSKA",NA,NA,"Other Waste","19 03 04*",NA,"Waste Treatment Residues",0,0,6533.62,0
2020,"PODRAVSKA",NA,NA,"Other Waste","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues",0,2012.39,4055.859,0
2020,"PODRAVSKA",NA,NA,"Other Waste","19 12 02","Ferrous Metals from Mechanical Treatment (19 12 02)","Waste Treatment Residues",2663.82,49374.592,7675.383,365.17
2020,"PODRAVSKA",NA,NA,"Other Waste","19 12 03","Non-Ferrous Metals from Mechanical Treatment (19 12 03)","Waste Treatment Residues",1003.02,3497.213,17573.523,418.276
2020,"PODRAVSKA",NA,NA,"Other Waste","19 12 04","Plastics and Rubber from Mechanical Treatment (19 12 04)","Waste Treatment Residues",7.83,1314.51,1002.249,94.78
2020,"PODRAVSKA",NA,NA,"Other Waste","19 12 05","Glass from Mechanical Treatment (19 12 05)","Waste Treatment Residues",433.08,39.513,2338.59,0
2020,"PODRAVSKA",NA,NA,"Other Waste","19 12 10","Refuse-Derived Fuel (19 12 10)","Waste Treatment Residues",0,3275.02,13557.76,6366.9
2020,"PODRAVSKA",NA,NA,"Other Waste","19 12 11*",NA,"Waste Treatment Residues",243.82,0,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","19 12 12","Other Mechanically Treated Waste (19 12 12)","Waste Treatment Residues",5951.608,24697.639,37358.396,0
2020,"PODRAVSKA",NA,NA,"Other Waste","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",615.707,1863.245,1461.822,0
2020,"PODRAVSKA",NA,NA,"Other Waste","20 01 21*","Mercury-Containing Waste (20 01 21*)","Municipal Waste",4.52,0,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","20 01 23*","Discarded Equipment Containing CFCs (20 01 23*)","Municipal Waste",3.28,5.676,87.72,0
2020,"PODRAVSKA",NA,NA,"Other Waste","20 01 25","Coal Tar Preparations for Roof Waterproofing (20 01 25)","Municipal Waste",0.118,0,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","20 01 26*","Non-Edible Oils and Fats (20 01 26*)","Municipal Waste",0.477,0,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","20 01 27*","Hazardous Paints, Inks, Adhesives (20 01 27*)","Municipal Waste",0,4.444,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","20 01 32",NA,"Municipal Waste",0.014,0,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","20 01 33*","Batteries and accumulators listed under 16 06 01, 16 06 02 or 16 06 03 and unsorted batteries and accumulators containing these batteries and accumulators (20 01 33*)","Municipal Waste",4.766,0,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","20 01 35*","Hazardous Waste Electrical Equipment (20 01 35*)","Municipal Waste",30.99,7.537,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","20 01 36","Non-Hazardous Waste Electrical Equipment (20 01 36)","Municipal Waste",19.96,0,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",0,2598.187,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","20 01 39","Plastics from Municipal Waste (20 01 39)","Municipal Waste",0,1.3,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","20 01 40","Metals from Municipal Waste (20 01 40)","Municipal Waste",73.8,114.727,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","20 02 01","Biodegradable Garden and Park Waste (20 02 01)","Municipal Waste",13.82,506.96,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","20 02 03","Non-biodegradable Garden and Park Waste (20 02 03)","Municipal Waste",39.88,35.4,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","20 03 01","Mixed Municipal Waste (20 03 01)","Municipal Waste",0,7415.92,0,0
2020,"PODRAVSKA",NA,NA,"Other Waste","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",0,2797.206,0,0
2020,"POMURSKA","20 03 01","Mixed Municipal Waste (20 03 01)","Municipal Waste","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",0,83.5,0,0
2020,"POMURSKA","20 03 01","Mixed Municipal Waste (20 03 01)","Municipal Waste","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",0,12.92,0,0
2020,"POMURSKA",NA,NA,"Other Waste","07 02 13","Waste Plastics (07 02 13)","Organic Chemical Waste",0,180.3,0,0
2020,"POMURSKA",NA,NA,"Other Waste","12 01 01",NA,"Metal/Plastic Processing Waste",0,0,307.07,0
2020,"POMURSKA",NA,NA,"Other Waste","14 06 05*",NA,"Solvent/Refrigerant Waste",1.49,0,0,0
2020,"POMURSKA",NA,NA,"Other Waste","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",0,906.228,1792.94,0
2020,"POMURSKA",NA,NA,"Other Waste","15 01 02","Plastic Packaging (15 01 02)","Packaging Waste",42.795,102.32,375.64,0
2020,"POMURSKA",NA,NA,"Other Waste","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0,989.755,0,0
2020,"POMURSKA",NA,NA,"Other Waste","15 01 04","Metal Packaging (15 01 04)","Packaging Waste",0,0,70.46,0
2020,"POMURSKA",NA,NA,"Other Waste","15 01 05","Composite Packaging (15 01 05)","Packaging Waste",24.82,158.538,48.82,0
2020,"POMURSKA",NA,NA,"Other Waste","15 01 06","Mixed Packaging (15 01 06)","Packaging Waste",0,1372.69,0,0
2020,"POMURSKA",NA,NA,"Other Waste","15 01 07","Glass Packaging (15 01 07)","Packaging Waste",874.4,1820.592,331.18,0
2020,"POMURSKA",NA,NA,"Other Waste","15 01 10*","Hazardous Contaminated Packaging (15 01 10*)","Packaging Waste",0.337,0,0,0
2020,"POMURSKA",NA,NA,"Other Waste","16 01 03","End-of-Life Tyres (16 01 03)","Miscellaneous Waste",60.72,0,0,0
2020,"POMURSKA",NA,NA,"Other Waste","16 01 07*","Oil Filters (16 01 07*)","Miscellaneous Waste",0.103,0,0,0
2020,"POMURSKA",NA,NA,"Other Waste","16 03 03*",NA,"Miscellaneous Waste",0.406,0,0,0
2020,"POMURSKA",NA,NA,"Other Waste","16 06 01*","Lead-Acid Batteries (16 06 01*)","Miscellaneous Waste",1.1,0,0,0
2020,"POMURSKA",NA,NA,"Other Waste","17 04 03",NA,"Construction/Demolition Waste",0,5.194,0,0
2020,"POMURSKA",NA,NA,"Other Waste","17 04 05","Iron and Steel Waste (17 04 05)","Construction/Demolition Waste",0,0,45.56,0
2020,"POMURSKA",NA,NA,"Other Waste","17 09 04","Gypsum-Based Building Materials (17 09 04)","Construction/Demolition Waste",0.88,26.82,0,0
2020,"POMURSKA",NA,NA,"Other Waste","19 01 12","Bottom Ash and Slag (19 01 12)","Waste Treatment Residues",149.71,0,0,0
2020,"POMURSKA",NA,NA,"Other Waste","19 01 13*",NA,"Waste Treatment Residues",24.56,0,0,0
2020,"POMURSKA",NA,NA,"Other Waste","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues",34.1,1122.927,1491.313,0
2020,"POMURSKA",NA,NA,"Other Waste","19 12 02","Ferrous Metals from Mechanical Treatment (19 12 02)","Waste Treatment Residues",6.14,14377.907,1565.418,0
2020,"POMURSKA",NA,NA,"Other Waste","19 12 03","Non-Ferrous Metals from Mechanical Treatment (19 12 03)","Waste Treatment Residues",43.298,525.853,229.4,0
2020,"POMURSKA",NA,NA,"Other Waste","19 12 04","Plastics and Rubber from Mechanical Treatment (19 12 04)","Waste Treatment Residues",37.86,3913.207,703.92,0
2020,"POMURSKA",NA,NA,"Other Waste","19 12 05","Glass from Mechanical Treatment (19 12 05)","Waste Treatment Residues",0,0,3625.06,0
2020,"POMURSKA",NA,NA,"Other Waste","19 12 12","Other Mechanically Treated Waste (19 12 12)","Waste Treatment Residues",216.844,4630.714,996.03,0
2020,"POMURSKA",NA,NA,"Other Waste","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",95.94,542.46,599.48,0
2020,"POMURSKA",NA,NA,"Other Waste","20 01 23*","Discarded Equipment Containing CFCs (20 01 23*)","Municipal Waste",31.92,13.42,6.24,0
2020,"POMURSKA",NA,NA,"Other Waste","20 01 25","Coal Tar Preparations for Roof Waterproofing (20 01 25)","Municipal Waste",0.42,0,0,0
2020,"POMURSKA",NA,NA,"Other Waste","20 01 26*","Non-Edible Oils and Fats (20 01 26*)","Municipal Waste",0.207,0,0,0
2020,"POMURSKA",NA,NA,"Other Waste","20 01 27*","Hazardous Paints, Inks, Adhesives (20 01 27*)","Municipal Waste",0.767,0,0,0
2020,"POMURSKA",NA,NA,"Other Waste","20 01 29*",NA,"Municipal Waste",0.08,0,0,0
2020,"POMURSKA",NA,NA,"Other Waste","20 01 35*","Hazardous Waste Electrical Equipment (20 01 35*)","Municipal Waste",14.04,1.47,0,0
2020,"POMURSKA",NA,NA,"Other Waste","20 01 36","Non-Hazardous Waste Electrical Equipment (20 01 36)","Municipal Waste",151.06,6.03,0,0
2020,"POMURSKA",NA,NA,"Other Waste","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",0,3740.3,0,0
2020,"POMURSKA",NA,NA,"Other Waste","20 01 40","Metals from Municipal Waste (20 01 40)","Municipal Waste",10.5,43.22,0,0
2020,"POMURSKA",NA,NA,"Other Waste","20 03 01","Mixed Municipal Waste (20 03 01)","Municipal Waste",0,708.54,0,0
2020,"POSAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","03 03 07","Mechanically Separated Rejects from Pulping (03 03 07)","Wood/Paper Production Waste",0,2998.55,0,0
2020,"POSAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","03 03 10","Fiber Rejects and Sludge from Mechanical Separation (03 03 10)","Wood/Paper Production Waste",0,43898.828,0,0
2020,"POSAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues",0,48.86,7536.131,0
2020,"POSAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","19 12 02","Ferrous Metals from Mechanical Treatment (19 12 02)","Waste Treatment Residues",0,130.6,0,0
2020,"POSAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","19 12 04","Plastics and Rubber from Mechanical Treatment (19 12 04)","Waste Treatment Residues",0,9.88,0,0
2020,"POSAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","20 01 39","Plastics from Municipal Waste (20 01 39)","Municipal Waste",0,328.34,0,0
2020,"POSAVSKA","20 03 01","Mixed Municipal Waste (20 03 01)","Municipal Waste","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",0,3737.82,0,0
2020,"POSAVSKA",NA,NA,"Other Waste","12 01 01",NA,"Metal/Plastic Processing Waste",13.44,0,0,0
2020,"POSAVSKA",NA,NA,"Other Waste","12 01 02","Iron Dust and Particles (12 01 02)","Metal/Plastic Processing Waste",327.016,138.02,0,0
2020,"POSAVSKA",NA,NA,"Other Waste","13 01 10*",NA,"Other Waste",0.3,0,0,0
2020,"POSAVSKA",NA,NA,"Other Waste","13 02 05*",NA,"Other Waste",2.2,0,0,0
2020,"POSAVSKA",NA,NA,"Other Waste","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",0,4163.1,901.42,0
2020,"POSAVSKA",NA,NA,"Other Waste","15 01 02","Plastic Packaging (15 01 02)","Packaging Waste",0,813.37,874.88,14.1
2020,"POSAVSKA",NA,NA,"Other Waste","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0,239.5,0,0
2020,"POSAVSKA",NA,NA,"Other Waste","15 01 04","Metal Packaging (15 01 04)","Packaging Waste",83.06,2080.42,136.2,0
2020,"POSAVSKA",NA,NA,"Other Waste","15 01 05","Composite Packaging (15 01 05)","Packaging Waste",0,22.92,0,0
2020,"POSAVSKA",NA,NA,"Other Waste","15 01 07","Glass Packaging (15 01 07)","Packaging Waste",55.2,0,0,0
2020,"POSAVSKA",NA,NA,"Other Waste","15 02 02*",NA,"Packaging Waste",0.01,0,0,0
2020,"POSAVSKA",NA,NA,"Other Waste","16 01 03","End-of-Life Tyres (16 01 03)","Miscellaneous Waste",4,0,0,0
2020,"POSAVSKA",NA,NA,"Other Waste","16 01 06",NA,"Miscellaneous Waste",809.909,0,0,0
2020,"POSAVSKA",NA,NA,"Other Waste","16 01 07*","Oil Filters (16 01 07*)","Miscellaneous Waste",0,0.078,0,0
2020,"POSAVSKA",NA,NA,"Other Waste","16 01 13*",NA,"Miscellaneous Waste",0.06,0,0,0
2020,"POSAVSKA",NA,NA,"Other Waste","16 01 14*",NA,"Miscellaneous Waste",1.39,0,0,0
2020,"POSAVSKA",NA,NA,"Other Waste","16 01 17",NA,"Miscellaneous Waste",168.831,0,0,0
2020,"POSAVSKA",NA,NA,"Other Waste","16 01 18","Non-ferrous Metals (16 01 18)","Miscellaneous Waste",7.181,0,0,0
2020,"POSAVSKA",NA,NA,"Other Waste","16 01 19",NA,"Miscellaneous Waste",2.7,0,0,0
2020,"POSAVSKA",NA,NA,"Other Waste","16 06 01*","Lead-Acid Batteries (16 06 01*)","Miscellaneous Waste",4.377,0,0,0
2020,"POSAVSKA",NA,NA,"Other Waste","17 04 05","Iron and Steel Waste (17 04 05)","Construction/Demolition Waste",0,0,24.34,0
2020,"POSAVSKA",NA,NA,"Other Waste","19 05 03","Compost Not Meeting Specifications (19 05 03)","Waste Treatment Residues",0,0,5732.28,0
2020,"POSAVSKA",NA,NA,"Other Waste","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues",0,465.19,149.61,0
2020,"POSAVSKA",NA,NA,"Other Waste","19 12 02","Ferrous Metals from Mechanical Treatment (19 12 02)","Waste Treatment Residues",220.167,5348.48,270.18,0
2020,"POSAVSKA",NA,NA,"Other Waste","19 12 03","Non-Ferrous Metals from Mechanical Treatment (19 12 03)","Waste Treatment Residues",103.834,17.068,0,0
2020,"POSAVSKA",NA,NA,"Other Waste","19 12 04","Plastics and Rubber from Mechanical Treatment (19 12 04)","Waste Treatment Residues",0,52.64,0,0
2020,"POSAVSKA",NA,NA,"Other Waste","19 12 05","Glass from Mechanical Treatment (19 12 05)","Waste Treatment Residues",55.58,0,0,0
2020,"POSAVSKA",NA,NA,"Other Waste","19 12 10","Refuse-Derived Fuel (19 12 10)","Waste Treatment Residues",0,0,0,18727.2
2020,"POSAVSKA",NA,NA,"Other Waste","19 12 12","Other Mechanically Treated Waste (19 12 12)","Waste Treatment Residues",0,34350.82,26247.98,0
2020,"POSAVSKA",NA,NA,"Other Waste","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",0,1.76,0,0
2020,"PRIMORSKO-NOTRANJSKA",NA,NA,"Other Waste","07 03 08*",NA,"Organic Chemical Waste",28.255,0,0,0
2020,"PRIMORSKO-NOTRANJSKA",NA,NA,"Other Waste","12 01 01",NA,"Metal/Plastic Processing Waste",0,1608.39,22317.69,0
2020,"PRIMORSKO-NOTRANJSKA",NA,NA,"Other Waste","12 01 02","Iron Dust and Particles (12 01 02)","Metal/Plastic Processing Waste",0,1071.64,11428.028,0
2020,"PRIMORSKO-NOTRANJSKA",NA,NA,"Other Waste","12 01 03","Non-Ferrous Metal Turnings (12 01 03)","Metal/Plastic Processing Waste",1.355,0,38.51,0
2020,"PRIMORSKO-NOTRANJSKA",NA,NA,"Other Waste","12 01 04","Non-Ferrous Metal Dust and Particles (12 01 04)","Metal/Plastic Processing Waste",0,0,426.167,0
2020,"PRIMORSKO-NOTRANJSKA",NA,NA,"Other Waste","13 02 05*",NA,"Other Waste",0,0.8,0,0
2020,"PRIMORSKO-NOTRANJSKA",NA,NA,"Other Waste","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",0,112.78,0,0
2020,"PRIMORSKO-NOTRANJSKA",NA,NA,"Other Waste","15 01 02","Plastic Packaging (15 01 02)","Packaging Waste",0,36.617,0,0
2020,"PRIMORSKO-NOTRANJSKA",NA,NA,"Other Waste","16 01 06",NA,"Miscellaneous Waste",68.99,815.78,0,0
2020,"PRIMORSKO-NOTRANJSKA",NA,NA,"Other Waste","16 01 17",NA,"Miscellaneous Waste",0,167.06,0,0
2020,"PRIMORSKO-NOTRANJSKA",NA,NA,"Other Waste","16 01 18","Non-ferrous Metals (16 01 18)","Miscellaneous Waste",0,9.54,0,0
2020,"PRIMORSKO-NOTRANJSKA",NA,NA,"Other Waste","16 01 20",NA,"Miscellaneous Waste",1.94,0,0,0
2020,"PRIMORSKO-NOTRANJSKA",NA,NA,"Other Waste","16 06 01*","Lead-Acid Batteries (16 06 01*)","Miscellaneous Waste",10.925,0,0,0
2020,"PRIMORSKO-NOTRANJSKA",NA,NA,"Other Waste","17 04 02",NA,"Construction/Demolition Waste",0,0,18.57,0
2020,"PRIMORSKO-NOTRANJSKA",NA,NA,"Other Waste","17 04 05","Iron and Steel Waste (17 04 05)","Construction/Demolition Waste",0,0,16839.449,7181.1
2020,"PRIMORSKO-NOTRANJSKA",NA,NA,"Other Waste","17 04 11",NA,"Construction/Demolition Waste",0,0,15.721,0
2020,"PRIMORSKO-NOTRANJSKA",NA,NA,"Other Waste","19 08 10*",NA,"Waste Treatment Residues",0,3.46,0,0
2020,"PRIMORSKO-NOTRANJSKA",NA,NA,"Other Waste","19 08 14",NA,"Waste Treatment Residues",0,130.14,0,0
2020,"PRIMORSKO-NOTRANJSKA",NA,NA,"Other Waste","19 10 01","Ferrous Metal Waste from Shredding (19 10 01)","Waste Treatment Residues",0,0,1140.266,0
2020,"PRIMORSKO-NOTRANJSKA",NA,NA,"Other Waste","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues",0,47.2,0,0
2020,"PRIMORSKO-NOTRANJSKA",NA,NA,"Other Waste","19 12 02","Ferrous Metals from Mechanical Treatment (19 12 02)","Waste Treatment Residues",125.17,91407.973,103585.032,17829
2020,"PRIMORSKO-NOTRANJSKA",NA,NA,"Other Waste","19 12 03","Non-Ferrous Metals from Mechanical Treatment (19 12 03)","Waste Treatment Residues",430.749,510.9,190.094,0
2020,"PRIMORSKO-NOTRANJSKA",NA,NA,"Other Waste","19 12 04","Plastics and Rubber from Mechanical Treatment (19 12 04)","Waste Treatment Residues",0,6.33,0,0
2020,"PRIMORSKO-NOTRANJSKA",NA,NA,"Other Waste","19 12 05","Glass from Mechanical Treatment (19 12 05)","Waste Treatment Residues",0,0,331.909,0
2020,"PRIMORSKO-NOTRANJSKA",NA,NA,"Other Waste","19 12 12","Other Mechanically Treated Waste (19 12 12)","Waste Treatment Residues",0,8.36,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","03 01 05","Sawdust/Shavings/Cuttings (03 01 05)","Wood/Paper Production Waste",89.64,0,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","04 02 22",NA,"Other Waste",0,684.018,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","08 03 18",NA,"Surface Treatment Waste",7.908,0,1.638,0
2020,"SAVINJSKA",NA,NA,"Other Waste","10 02 02",NA,"Thermal Process Waste",0,20809.13,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","10 02 07*",NA,"Thermal Process Waste",0,0,1919.95,0
2020,"SAVINJSKA",NA,NA,"Other Waste","10 02 10",NA,"Thermal Process Waste",0,0,1168.96,0
2020,"SAVINJSKA",NA,NA,"Other Waste","10 02 99",NA,"Thermal Process Waste",0,221.9,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","10 09 03",NA,"Thermal Process Waste",856.32,0,0,0
2020,"SAVINJSKA",NA,NA,"Other Waste","12 01 01",NA,"Metal/Plastic Processing Waste",20.718,1447.54,6080.79,0
2020,"SAVINJSKA",NA,NA,"Other Waste","12 01 02","Iron Dust and Particles (12 01 02)","Metal/Plastic Processing Waste",1176.34,20.4,8.526,0
2020,"SAVINJSKA",NA,NA,"Other Waste","12 01 03","Non-Ferrous Metal Turnings (12 01 03)","Metal/Plastic Processing Waste",14.235,0,5.013,0
2020,"SAVINJSKA",NA,NA,"Other Waste","12 01 04","Non-Ferrous Metal Dust and Particles (12 01 04)","Metal/Plastic Processing Waste",0.834,48.14,4.93,0
2020,"SAVINJSKA",NA,NA,"Other Waste","12 01 17",NA,"Metal/Plastic Processing Waste",0,100.14,0,0
