year,statistical_region,name_of_municipality,type_of_waste,total_waste_collected
2022,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Non-hazardous Wood from Municipal Waste (20 01 38),594.547
2022,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Paper and Cardboard Packaging (15 01 01),535.344
2022,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Paper and Cardboard from Municipal Waste (20 01 01),548.294
2022,JUGOVZHODNA SLOVENIJA,OSILNICA,Bulky Municipal Waste (20 03 07),9.92
2022,JUGOVZHODNA SLOVENIJA,OSILNICA,Paper and Cardboard Packaging (15 01 01),0.56
2022,JUGOVZHODNA SLOVENIJA,OSILNICA,Paper and Cardboard from Municipal Waste (20 01 01),1.097
2022,JUGOVZHODNA SLOVENIJA,RIBNICA,Bulky Municipal Waste (20 03 07),309.62
2022,JUGOVZHODNA SLOVENIJA,RIBNICA,Non-hazardous Wood from Municipal Waste (20 01 38),222.02
2022,JUGOVZHODNA SLOVENIJA,RIBNICA,Paper and Cardboard Packaging (15 01 01),181.175
2022,JUGOVZHODNA SLOVENIJA,RIBNICA,Paper and Cardboard from Municipal Waste (20 01 01),166.193
2022,JUGOVZHODNA SLOVENIJA,RIBNICA,Wooden Packaging (15 01 03),6.687
2022,JUGOVZHODNA SLOVENIJA,SEMIČ,Bulky Municipal Waste (20 03 07),131.821
2022,JUGOVZHODNA SLOVENIJA,SEMIČ,Non-hazardous Wood from Municipal Waste (20 01 38),73.656
2022,JUGOVZHODNA SLOVENIJA,SEMIČ,Paper and Cardboard Packaging (15 01 01),39.532
2022,JUGOVZHODNA SLOVENIJA,SEMIČ,Paper and Cardboard from Municipal Waste (20 01 01),50.059
2022,JUGOVZHODNA SLOVENIJA,SODRAŽICA,Bulky Municipal Waste (20 03 07),53.829
2022,JUGOVZHODNA SLOVENIJA,SODRAŽICA,Non-hazardous Wood from Municipal Waste (20 01 38),52.364
2022,JUGOVZHODNA SLOVENIJA,SODRAŽICA,Paper and Cardboard Packaging (15 01 01),16.911
2022,JUGOVZHODNA SLOVENIJA,SODRAŽICA,Paper and Cardboard from Municipal Waste (20 01 01),24.558
2022,JUGOVZHODNA SLOVENIJA,STRAŽA,Bulky Municipal Waste (20 03 07),76.988
2022,JUGOVZHODNA SLOVENIJA,STRAŽA,Non-hazardous Wood from Municipal Waste (20 01 38),61.344
2022,JUGOVZHODNA SLOVENIJA,STRAŽA,Paper and Cardboard Packaging (15 01 01),35.099
2022,JUGOVZHODNA SLOVENIJA,STRAŽA,Paper and Cardboard from Municipal Waste (20 01 01),29.953
2022,JUGOVZHODNA SLOVENIJA,TREBNJE,Bulky Municipal Waste (20 03 07),124.552
2022,JUGOVZHODNA SLOVENIJA,TREBNJE,Non-hazardous Wood from Municipal Waste (20 01 38),217.503
2022,JUGOVZHODNA SLOVENIJA,TREBNJE,Paper and Cardboard Packaging (15 01 01),156.311
2022,JUGOVZHODNA SLOVENIJA,TREBNJE,Paper and Cardboard from Municipal Waste (20 01 01),103.023
2022,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,Bulky Municipal Waste (20 03 07),413.569
2022,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,Non-hazardous Wood from Municipal Waste (20 01 38),231.084
2022,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,Paper and Cardboard Packaging (15 01 01),125.888
2022,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,Paper and Cardboard from Municipal Waste (20 01 01),129.297
2022,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,Wooden Packaging (15 01 03),140.02
2022,JUGOVZHODNA SLOVENIJA,ŠENTJERNEJ,Bulky Municipal Waste (20 03 07),143.759
2022,JUGOVZHODNA SLOVENIJA,ŠENTJERNEJ,Non-hazardous Wood from Municipal Waste (20 01 38),114.547
2022,JUGOVZHODNA SLOVENIJA,ŠENTJERNEJ,Paper and Cardboard Packaging (15 01 01),72.315
2022,JUGOVZHODNA SLOVENIJA,ŠENTJERNEJ,Paper and Cardboard from Municipal Waste (20 01 01),66.627
2022,JUGOVZHODNA SLOVENIJA,ŠENTRUPERT,Bulky Municipal Waste (20 03 07),30.478
2022,JUGOVZHODNA SLOVENIJA,ŠENTRUPERT,Non-hazardous Wood from Municipal Waste (20 01 38),52.866
2022,JUGOVZHODNA SLOVENIJA,ŠENTRUPERT,Paper and Cardboard Packaging (15 01 01),46.884
2022,JUGOVZHODNA SLOVENIJA,ŠENTRUPERT,Paper and Cardboard from Municipal Waste (20 01 01),7.913
2022,JUGOVZHODNA SLOVENIJA,ŠKOCJAN,Bulky Municipal Waste (20 03 07),67.823
2022,JUGOVZHODNA SLOVENIJA,ŠKOCJAN,Non-hazardous Wood from Municipal Waste (20 01 38),54.041
2022,JUGOVZHODNA SLOVENIJA,ŠKOCJAN,Paper and Cardboard Packaging (15 01 01),51.516
2022,JUGOVZHODNA SLOVENIJA,ŠKOCJAN,Paper and Cardboard from Municipal Waste (20 01 01),106.601
2022,JUGOVZHODNA SLOVENIJA,ŠMARJEŠKE TOPLICE,Bulky Municipal Waste (20 03 07),69.866
2022,JUGOVZHODNA SLOVENIJA,ŠMARJEŠKE TOPLICE,Non-hazardous Wood from Municipal Waste (20 01 38),55.669
2022,JUGOVZHODNA SLOVENIJA,ŠMARJEŠKE TOPLICE,Paper and Cardboard Packaging (15 01 01),36.481
2022,JUGOVZHODNA SLOVENIJA,ŠMARJEŠKE TOPLICE,Paper and Cardboard from Municipal Waste (20 01 01),21.473
2022,JUGOVZHODNA SLOVENIJA,ŽUŽEMBERK,Bulky Municipal Waste (20 03 07),93.611
2022,JUGOVZHODNA SLOVENIJA,ŽUŽEMBERK,Non-hazardous Wood from Municipal Waste (20 01 38),74.589
2022,JUGOVZHODNA SLOVENIJA,ŽUŽEMBERK,Paper and Cardboard Packaging (15 01 01),48.067
2022,JUGOVZHODNA SLOVENIJA,ŽUŽEMBERK,Paper and Cardboard from Municipal Waste (20 01 01),23.417
2022,KOROŠKA,DRAVOGRAD,Bulky Municipal Waste (20 03 07),230.44
2022,KOROŠKA,DRAVOGRAD,Non-hazardous Wood from Municipal Waste (20 01 38),48.56
2022,KOROŠKA,DRAVOGRAD,Paper and Cardboard Packaging (15 01 01),182.198
2022,KOROŠKA,DRAVOGRAD,Paper and Cardboard from Municipal Waste (20 01 01),99.901
2022,KOROŠKA,MEŽICA,Bulky Municipal Waste (20 03 07),108.885
2022,KOROŠKA,MEŽICA,Paper and Cardboard Packaging (15 01 01),24.204
2022,KOROŠKA,MEŽICA,Paper and Cardboard from Municipal Waste (20 01 01),48.273
2022,KOROŠKA,MISLINJA,Bulky Municipal Waste (20 03 07),181.327
2022,KOROŠKA,MISLINJA,Paper and Cardboard Packaging (15 01 01),147.775
2022,KOROŠKA,MISLINJA,Paper and Cardboard from Municipal Waste (20 01 01),56.711
2022,KOROŠKA,MUTA,Bulky Municipal Waste (20 03 07),68.912
2022,KOROŠKA,MUTA,Paper and Cardboard Packaging (15 01 01),27.378
2022,KOROŠKA,MUTA,Paper and Cardboard from Municipal Waste (20 01 01),6.664
2022,KOROŠKA,MUTA,Wooden Packaging (15 01 03),42.18
2022,KOROŠKA,PODVELKA,Bulky Municipal Waste (20 03 07),48.078
2022,KOROŠKA,PODVELKA,Paper and Cardboard Packaging (15 01 01),11.407
2022,KOROŠKA,PODVELKA,Paper and Cardboard from Municipal Waste (20 01 01),14.518
2022,KOROŠKA,PREVALJE,Bulky Municipal Waste (20 03 07),205.499
2022,KOROŠKA,PREVALJE,Paper and Cardboard Packaging (15 01 01),45.679
2022,KOROŠKA,PREVALJE,Paper and Cardboard from Municipal Waste (20 01 01),80.34
2022,KOROŠKA,PREVALJE,Wooden Packaging (15 01 03),18.033
2022,KOROŠKA,RADLJE OB DRAVI,Bulky Municipal Waste (20 03 07),137.824
2022,KOROŠKA,RADLJE OB DRAVI,Paper and Cardboard Packaging (15 01 01),42.835
2022,KOROŠKA,RADLJE OB DRAVI,Paper and Cardboard from Municipal Waste (20 01 01),29.542
2022,KOROŠKA,RAVNE NA KOROŠKEM,Bulky Municipal Waste (20 03 07),342.743
2022,KOROŠKA,RAVNE NA KOROŠKEM,Non-hazardous Wood from Municipal Waste (20 01 38),47.16
2022,KOROŠKA,RAVNE NA KOROŠKEM,Paper and Cardboard Packaging (15 01 01),146.405
2022,KOROŠKA,RAVNE NA KOROŠKEM,Paper and Cardboard from Municipal Waste (20 01 01),281.899
2022,KOROŠKA,RIBNICA NA POHORJU,Bulky Municipal Waste (20 03 07),19.231
2022,KOROŠKA,RIBNICA NA POHORJU,Paper and Cardboard Packaging (15 01 01),2.406
2022,KOROŠKA,RIBNICA NA POHORJU,Paper and Cardboard from Municipal Waste (20 01 01),2.296
2022,KOROŠKA,SLOVENJ GRADEC,Bulky Municipal Waste (20 03 07),668.813
2022,KOROŠKA,SLOVENJ GRADEC,Non-hazardous Wood from Municipal Waste (20 01 38),1.4
2022,KOROŠKA,SLOVENJ GRADEC,Paper and Cardboard Packaging (15 01 01),255.848
2022,KOROŠKA,SLOVENJ GRADEC,Paper and Cardboard from Municipal Waste (20 01 01),283.676
2022,KOROŠKA,VUZENICA,Bulky Municipal Waste (20 03 07),46.475
2022,KOROŠKA,VUZENICA,Paper and Cardboard Packaging (15 01 01),10.554
2022,KOROŠKA,VUZENICA,Paper and Cardboard from Municipal Waste (20 01 01),11.769
2022,KOROŠKA,ČRNA NA KOROŠKEM,Bulky Municipal Waste (20 03 07),97.713
2022,KOROŠKA,ČRNA NA KOROŠKEM,Paper and Cardboard Packaging (15 01 01),21.72
2022,KOROŠKA,ČRNA NA KOROŠKEM,Paper and Cardboard from Municipal Waste (20 01 01),43.611
2022,KOROŠKA,ČRNA NA KOROŠKEM,Wooden Packaging (15 01 03),201.28
2022,OBALNO-KRAŠKA,ANKARAN,Bulky Municipal Waste (20 03 07),26.664
2022,OBALNO-KRAŠKA,ANKARAN,Non-hazardous Wood from Municipal Waste (20 01 38),71.22
2022,OBALNO-KRAŠKA,ANKARAN,Paper and Cardboard Packaging (15 01 01),39.086
2022,OBALNO-KRAŠKA,ANKARAN,Paper and Cardboard from Municipal Waste (20 01 01),143.515
2022,OBALNO-KRAŠKA,DIVAČA,Bulky Municipal Waste (20 03 07),24.511
2022,OBALNO-KRAŠKA,DIVAČA,Non-hazardous Wood from Municipal Waste (20 01 38),93.473
2022,OBALNO-KRAŠKA,DIVAČA,Paper and Cardboard Packaging (15 01 01),43.708
2022,OBALNO-KRAŠKA,DIVAČA,Paper and Cardboard from Municipal Waste (20 01 01),141.153
2022,OBALNO-KRAŠKA,DIVAČA,Wooden Packaging (15 01 03),7.24
2022,OBALNO-KRAŠKA,HRPELJE-KOZINA,Bulky Municipal Waste (20 03 07),27.263
2022,OBALNO-KRAŠKA,HRPELJE-KOZINA,Non-hazardous Wood from Municipal Waste (20 01 38),103.971
2022,OBALNO-KRAŠKA,HRPELJE-KOZINA,Paper and Cardboard Packaging (15 01 01),50.337
2022,OBALNO-KRAŠKA,HRPELJE-KOZINA,Paper and Cardboard from Municipal Waste (20 01 01),158.672
2022,OBALNO-KRAŠKA,IZOLA,Bulky Municipal Waste (20 03 07),294.18
2022,OBALNO-KRAŠKA,IZOLA,Non-hazardous Wood from Municipal Waste (20 01 38),833.72
2022,OBALNO-KRAŠKA,IZOLA,Paper and Cardboard Packaging (15 01 01),201.259
2022,OBALNO-KRAŠKA,IZOLA,Paper and Cardboard from Municipal Waste (20 01 01),410.816
2022,OBALNO-KRAŠKA,KOMEN,Bulky Municipal Waste (20 03 07),20.938
2022,OBALNO-KRAŠKA,KOMEN,Non-hazardous Wood from Municipal Waste (20 01 38),79.848
2022,OBALNO-KRAŠKA,KOMEN,Paper and Cardboard Packaging (15 01 01),37.337
2022,OBALNO-KRAŠKA,KOMEN,Paper and Cardboard from Municipal Waste (20 01 01),119.958
2022,OBALNO-KRAŠKA,KOPER,Bulky Municipal Waste (20 03 07),558.755
2022,OBALNO-KRAŠKA,KOPER,Non-hazardous Wood from Municipal Waste (20 01 38),1709.22
2022,OBALNO-KRAŠKA,KOPER,Paper and Cardboard Packaging (15 01 01),550.31
2022,OBALNO-KRAŠKA,KOPER,Paper and Cardboard from Municipal Waste (20 01 01),1261.008
2022,OBALNO-KRAŠKA,KOPER,Wooden Packaging (15 01 03),1651.3
2022,OBALNO-KRAŠKA,PIRAN,Bulky Municipal Waste (20 03 07),1169.56
2022,OBALNO-KRAŠKA,PIRAN,Non-hazardous Wood from Municipal Waste (20 01 38),716.19
2022,OBALNO-KRAŠKA,PIRAN,Paper and Cardboard Packaging (15 01 01),523.038
2022,OBALNO-KRAŠKA,PIRAN,Paper and Cardboard from Municipal Waste (20 01 01),191.102
2022,OBALNO-KRAŠKA,SEŽANA,Bulky Municipal Waste (20 03 07),74.668
2022,OBALNO-KRAŠKA,SEŽANA,Non-hazardous Wood from Municipal Waste (20 01 38),283.658
2022,OBALNO-KRAŠKA,SEŽANA,Paper and Cardboard Packaging (15 01 01),187.252
2022,OBALNO-KRAŠKA,SEŽANA,Paper and Cardboard from Municipal Waste (20 01 01),419.383
2022,OSREDNJESLOVENSKA,BOROVNICA,Bulky Municipal Waste (20 03 07),70.009
2022,OSREDNJESLOVENSKA,BOROVNICA,Non-hazardous Wood from Municipal Waste (20 01 38),106.897
2022,OSREDNJESLOVENSKA,BOROVNICA,Paper and Cardboard Packaging (15 01 01),35.234
2022,OSREDNJESLOVENSKA,BOROVNICA,Paper and Cardboard from Municipal Waste (20 01 01),141.505
2022,OSREDNJESLOVENSKA,BREZOVICA,Bulky Municipal Waste (20 03 07),204.875
2022,OSREDNJESLOVENSKA,BREZOVICA,Non-hazardous Wood from Municipal Waste (20 01 38),79.62
2022,OSREDNJESLOVENSKA,BREZOVICA,Paper and Cardboard Packaging (15 01 01),70.176
2022,OSREDNJESLOVENSKA,BREZOVICA,Paper and Cardboard from Municipal Waste (20 01 01),97.304
2022,OSREDNJESLOVENSKA,BREZOVICA,Wooden Packaging (15 01 03),2.3
2022,OSREDNJESLOVENSKA,DOBREPOLJE,Bulky Municipal Waste (20 03 07),38.027
2022,OSREDNJESLOVENSKA,DOBREPOLJE,Non-hazardous Wood from Municipal Waste (20 01 38),15.66
2022,OSREDNJESLOVENSKA,DOBREPOLJE,Paper and Cardboard Packaging (15 01 01),17.249
2022,OSREDNJESLOVENSKA,DOBREPOLJE,Paper and Cardboard from Municipal Waste (20 01 01),115.691
2022,OSREDNJESLOVENSKA,DOBREPOLJE,Wooden Packaging (15 01 03),49.728
2022,OSREDNJESLOVENSKA,DOBROVA-POLHOV GRADEC,Bulky Municipal Waste (20 03 07),56.66
2022,OSREDNJESLOVENSKA,DOBROVA-POLHOV GRADEC,Paper and Cardboard Packaging (15 01 01),21.334
2022,OSREDNJESLOVENSKA,DOBROVA-POLHOV GRADEC,Paper and Cardboard from Municipal Waste (20 01 01),4.197
2022,OSREDNJESLOVENSKA,DOBROVA-POLHOV GRADEC,Wooden Packaging (15 01 03),1.586
2022,OSREDNJESLOVENSKA,DOL PRI LJUBLJANI,Bulky Municipal Waste (20 03 07),51.44
2022,OSREDNJESLOVENSKA,DOL PRI LJUBLJANI,Paper and Cardboard Packaging (15 01 01),81.908
2022,OSREDNJESLOVENSKA,DOL PRI LJUBLJANI,Paper and Cardboard from Municipal Waste (20 01 01),15.167
2022,OSREDNJESLOVENSKA,DOMŽALE,Bulky Municipal Waste (20 03 07),1167.786
2022,OSREDNJESLOVENSKA,DOMŽALE,Non-hazardous Wood from Municipal Waste (20 01 38),1264.65
2022,OSREDNJESLOVENSKA,DOMŽALE,Paper and Cardboard Packaging (15 01 01),664.959
2022,OSREDNJESLOVENSKA,DOMŽALE,Paper and Cardboard from Municipal Waste (20 01 01),1518.688
2022,OSREDNJESLOVENSKA,DOMŽALE,Wooden Packaging (15 01 03),22.28
2022,OSREDNJESLOVENSKA,GROSUPLJE,Bulky Municipal Waste (20 03 07),256.684
2022,OSREDNJESLOVENSKA,GROSUPLJE,Non-hazardous Wood from Municipal Waste (20 01 38),528.169
2022,OSREDNJESLOVENSKA,GROSUPLJE,Paper and Cardboard Packaging (15 01 01),171.083
2022,OSREDNJESLOVENSKA,GROSUPLJE,Paper and Cardboard from Municipal Waste (20 01 01),639.594
2022,OSREDNJESLOVENSKA,GROSUPLJE,Wooden Packaging (15 01 03),106.967
2022,OSREDNJESLOVENSKA,HORJUL,Bulky Municipal Waste (20 03 07),34.62
2022,OSREDNJESLOVENSKA,HORJUL,Non-hazardous Wood from Municipal Waste (20 01 38),3.41
2022,OSREDNJESLOVENSKA,HORJUL,Paper and Cardboard Packaging (15 01 01),41.374
2022,OSREDNJESLOVENSKA,HORJUL,Paper and Cardboard from Municipal Waste (20 01 01),11.849
2022,OSREDNJESLOVENSKA,HORJUL,Wooden Packaging (15 01 03),4.84
2022,OSREDNJESLOVENSKA,IG,Bulky Municipal Waste (20 03 07),221.38
2022,OSREDNJESLOVENSKA,IG,Non-hazardous Wood from Municipal Waste (20 01 38),100.64
2022,OSREDNJESLOVENSKA,IG,Paper and Cardboard Packaging (15 01 01),57.52
2022,OSREDNJESLOVENSKA,IG,Paper and Cardboard from Municipal Waste (20 01 01),52.349
2022,OSREDNJESLOVENSKA,IG,Wooden Packaging (15 01 03),13.08
2022,OSREDNJESLOVENSKA,IVANČNA GORICA,Bulky Municipal Waste (20 03 07),180.629
2022,OSREDNJESLOVENSKA,IVANČNA GORICA,Non-hazardous Wood from Municipal Waste (20 01 38),226.071
2022,OSREDNJESLOVENSKA,IVANČNA GORICA,Paper and Cardboard Packaging (15 01 01),183.217
2022,OSREDNJESLOVENSKA,IVANČNA GORICA,Paper and Cardboard from Municipal Waste (20 01 01),366.614
2022,OSREDNJESLOVENSKA,IVANČNA GORICA,Wooden Packaging (15 01 03),31.379
2022,OSREDNJESLOVENSKA,KAMNIK,Bulky Municipal Waste (20 03 07),619.21
2022,OSREDNJESLOVENSKA,KAMNIK,Non-hazardous Wood from Municipal Waste (20 01 38),126.73
2022,OSREDNJESLOVENSKA,KAMNIK,Paper and Cardboard Packaging (15 01 01),594.044
2022,OSREDNJESLOVENSKA,KAMNIK,Paper and Cardboard from Municipal Waste (20 01 01),850.648
2022,OSREDNJESLOVENSKA,KAMNIK,Wooden Packaging (15 01 03),103.341
2022,OSREDNJESLOVENSKA,KOMENDA,Bulky Municipal Waste (20 03 07),83.79
2022,OSREDNJESLOVENSKA,KOMENDA,Non-hazardous Wood from Municipal Waste (20 01 38),39.06
2022,OSREDNJESLOVENSKA,KOMENDA,Paper and Cardboard Packaging (15 01 01),94.672
2022,OSREDNJESLOVENSKA,KOMENDA,Paper and Cardboard from Municipal Waste (20 01 01),287.208
2022,OSREDNJESLOVENSKA,KOMENDA,Wooden Packaging (15 01 03),22.15
2022,OSREDNJESLOVENSKA,LJUBLJANA,Bulky Municipal Waste (20 03 07),7813.39
2022,OSREDNJESLOVENSKA,LJUBLJANA,Non-hazardous Wood from Municipal Waste (20 01 38),6686.145
2022,OSREDNJESLOVENSKA,LJUBLJANA,Paper and Cardboard Packaging (15 01 01),6602.465
2022,OSREDNJESLOVENSKA,LJUBLJANA,Paper and Cardboard from Municipal Waste (20 01 01),18842.346
2022,OSREDNJESLOVENSKA,LJUBLJANA,Wooden Packaging (15 01 03),1408.534
2022,OSREDNJESLOVENSKA,LOG-DRAGOMER,Bulky Municipal Waste (20 03 07),59.524
2022,OSREDNJESLOVENSKA,LOG-DRAGOMER,Non-hazardous Wood from Municipal Waste (20 01 38),83.142
2022,OSREDNJESLOVENSKA,LOG-DRAGOMER,Paper and Cardboard Packaging (15 01 01),29.942
2022,OSREDNJESLOVENSKA,LOG-DRAGOMER,Paper and Cardboard from Municipal Waste (20 01 01),109.434
2022,OSREDNJESLOVENSKA,LOGATEC,Bulky Municipal Waste (20 03 07),115.83
2022,OSREDNJESLOVENSKA,LOGATEC,Non-hazardous Wood from Municipal Waste (20 01 38),392.86
2022,OSREDNJESLOVENSKA,LOGATEC,Paper and Cardboard Packaging (15 01 01),390.167
2022,OSREDNJESLOVENSKA,LOGATEC,Paper and Cardboard from Municipal Waste (20 01 01),358.085
2022,OSREDNJESLOVENSKA,LOGATEC,Wooden Packaging (15 01 03),78.74
2022,OSREDNJESLOVENSKA,LUKOVICA,Bulky Municipal Waste (20 03 07),136.242
2022,OSREDNJESLOVENSKA,LUKOVICA,Non-hazardous Wood from Municipal Waste (20 01 38),147.543
2022,OSREDNJESLOVENSKA,LUKOVICA,Paper and Cardboard Packaging (15 01 01),330.348
2022,OSREDNJESLOVENSKA,LUKOVICA,Paper and Cardboard from Municipal Waste (20 01 01),78.194
2022,OSREDNJESLOVENSKA,LUKOVICA,Wooden Packaging (15 01 03),60.6
2022,OSREDNJESLOVENSKA,MEDVODE,Bulky Municipal Waste (20 03 07),392.22
2022,OSREDNJESLOVENSKA,MEDVODE,Non-hazardous Wood from Municipal Waste (20 01 38),251.66
2022,OSREDNJESLOVENSKA,MEDVODE,Paper and Cardboard Packaging (15 01 01),199.186
2022,OSREDNJESLOVENSKA,MEDVODE,Paper and Cardboard from Municipal Waste (20 01 01),71.617
2022,OSREDNJESLOVENSKA,MEDVODE,Wooden Packaging (15 01 03),111.44
2022,OSREDNJESLOVENSKA,MENGEŠ,Bulky Municipal Waste (20 03 07),253.02
2022,OSREDNJESLOVENSKA,MENGEŠ,Non-hazardous Wood from Municipal Waste (20 01 38),274.008
2022,OSREDNJESLOVENSKA,MENGEŠ,Paper and Cardboard Packaging (15 01 01),117.404
2022,OSREDNJESLOVENSKA,MENGEŠ,Paper and Cardboard from Municipal Waste (20 01 01),161.533
2022,OSREDNJESLOVENSKA,MENGEŠ,Wooden Packaging (15 01 03),30.506
2022,OSREDNJESLOVENSKA,MORAVČE,Bulky Municipal Waste (20 03 07),136.242
2022,OSREDNJESLOVENSKA,MORAVČE,Non-hazardous Wood from Municipal Waste (20 01 38),147.543
2022,OSREDNJESLOVENSKA,MORAVČE,Paper and Cardboard Packaging (15 01 01),45.806
2022,OSREDNJESLOVENSKA,MORAVČE,Paper and Cardboard from Municipal Waste (20 01 01),86.962
2022,OSREDNJESLOVENSKA,TRZIN,Bulky Municipal Waste (20 03 07),253.02
2022,OSREDNJESLOVENSKA,TRZIN,Non-hazardous Wood from Municipal Waste (20 01 38),274.006
2022,OSREDNJESLOVENSKA,TRZIN,Paper and Cardboard Packaging (15 01 01),315.483
2022,OSREDNJESLOVENSKA,TRZIN,Paper and Cardboard from Municipal Waste (20 01 01),168.544
2022,OSREDNJESLOVENSKA,TRZIN,Wooden Packaging (15 01 03),3.21
2022,OSREDNJESLOVENSKA,VELIKE LAŠČE,Bulky Municipal Waste (20 03 07),140.68
2022,OSREDNJESLOVENSKA,VELIKE LAŠČE,Non-hazardous Wood from Municipal Waste (20 01 38),59.06
2022,OSREDNJESLOVENSKA,VELIKE LAŠČE,Paper and Cardboard Packaging (15 01 01),13.247
2022,OSREDNJESLOVENSKA,VELIKE LAŠČE,Paper and Cardboard from Municipal Waste (20 01 01),22.395
2022,OSREDNJESLOVENSKA,VODICE,Bulky Municipal Waste (20 03 07),169.1
2022,OSREDNJESLOVENSKA,VODICE,Non-hazardous Wood from Municipal Waste (20 01 38),101.32
2022,OSREDNJESLOVENSKA,VODICE,Paper and Cardboard Packaging (15 01 01),19.583
2022,OSREDNJESLOVENSKA,VODICE,Paper and Cardboard from Municipal Waste (20 01 01),16.688
2022,OSREDNJESLOVENSKA,VODICE,Wooden Packaging (15 01 03),154.963
2022,OSREDNJESLOVENSKA,VRHNIKA,Bulky Municipal Waste (20 03 07),139.127
2022,OSREDNJESLOVENSKA,VRHNIKA,Non-hazardous Wood from Municipal Waste (20 01 38),403.831
2022,OSREDNJESLOVENSKA,VRHNIKA,Paper and Cardboard Packaging (15 01 01),617.711
2022,OSREDNJESLOVENSKA,VRHNIKA,Paper and Cardboard from Municipal Waste (20 01 01),579.463
2022,OSREDNJESLOVENSKA,VRHNIKA,Wooden Packaging (15 01 03),17.6
2022,OSREDNJESLOVENSKA,ŠKOFLJICA,Bulky Municipal Waste (20 03 07),115.58
2022,OSREDNJESLOVENSKA,ŠKOFLJICA,Non-hazardous Wood from Municipal Waste (20 01 38),123.38
2022,OSREDNJESLOVENSKA,ŠKOFLJICA,Paper and Cardboard Packaging (15 01 01),44.251
2022,OSREDNJESLOVENSKA,ŠKOFLJICA,Paper and Cardboard from Municipal Waste (20 01 01),20.544
2022,OSREDNJESLOVENSKA,ŠMARTNO PRI LITIJI,Bulky Municipal Waste (20 03 07),140.24
2022,OSREDNJESLOVENSKA,ŠMARTNO PRI LITIJI,Non-hazardous Wood from Municipal Waste (20 01 38),97.94
2022,OSREDNJESLOVENSKA,ŠMARTNO PRI LITIJI,Paper and Cardboard Packaging (15 01 01),68.126
2022,OSREDNJESLOVENSKA,ŠMARTNO PRI LITIJI,Paper and Cardboard from Municipal Waste (20 01 01),120.884
2022,PODRAVSKA,BENEDIKT,Bulky Municipal Waste (20 03 07),56.8
2022,PODRAVSKA,BENEDIKT,Non-hazardous Wood from Municipal Waste (20 01 38),6.38
2022,PODRAVSKA,BENEDIKT,Paper and Cardboard Packaging (15 01 01),13.75
2022,PODRAVSKA,BENEDIKT,Paper and Cardboard from Municipal Waste (20 01 01),17.05
2022,PODRAVSKA,BENEDIKT,Wooden Packaging (15 01 03),9.8
2022,PODRAVSKA,CERKVENJAK,Bulky Municipal Waste (20 03 07),32.72
2022,PODRAVSKA,CERKVENJAK,Non-hazardous Wood from Municipal Waste (20 01 38),3.61
2022,PODRAVSKA,CERKVENJAK,Paper and Cardboard Packaging (15 01 01),11.55
2022,PODRAVSKA,CERKVENJAK,Paper and Cardboard from Municipal Waste (20 01 01),8.873
2022,PODRAVSKA,CERKVENJAK,Wooden Packaging (15 01 03),6.94
2022,PODRAVSKA,CIRKULANE,Bulky Municipal Waste (20 03 07),18.583
2022,PODRAVSKA,CIRKULANE,Paper and Cardboard Packaging (15 01 01),15.505
2022,PODRAVSKA,CIRKULANE,Paper and Cardboard from Municipal Waste (20 01 01),80.042
2022,PODRAVSKA,DESTRNIK,Bulky Municipal Waste (20 03 07),21.507
2022,PODRAVSKA,DESTRNIK,Paper and Cardboard Packaging (15 01 01),19.721
2022,PODRAVSKA,DESTRNIK,Paper and Cardboard from Municipal Waste (20 01 01),54.779
2022,PODRAVSKA,DORNAVA,Bulky Municipal Waste (20 03 07),36.52
2022,PODRAVSKA,DORNAVA,Non-hazardous Wood from Municipal Waste (20 01 38),29.038
2022,PODRAVSKA,DORNAVA,Paper and Cardboard Packaging (15 01 01),21.51
2022,PODRAVSKA,DORNAVA,Paper and Cardboard from Municipal Waste (20 01 01),59.133
2022,PODRAVSKA,DUPLEK,Bulky Municipal Waste (20 03 07),186.496
2022,PODRAVSKA,DUPLEK,Non-hazardous Wood from Municipal Waste (20 01 38),28.34
2022,PODRAVSKA,DUPLEK,Paper and Cardboard Packaging (15 01 01),56.624
2022,PODRAVSKA,DUPLEK,Paper and Cardboard from Municipal Waste (20 01 01),137.241
2022,PODRAVSKA,DUPLEK,Wooden Packaging (15 01 03),29.64
2022,PODRAVSKA,GORIŠNICA,Bulky Municipal Waste (20 03 07),138.36
2022,PODRAVSKA,GORIŠNICA,Non-hazardous Wood from Municipal Waste (20 01 38),69.08
2022,PODRAVSKA,GORIŠNICA,Paper and Cardboard Packaging (15 01 01),33.487
2022,PODRAVSKA,GORIŠNICA,Paper and Cardboard from Municipal Waste (20 01 01),82.072
2022,PODRAVSKA,GORIŠNICA,Wooden Packaging (15 01 03),37.02
2022,PODRAVSKA,HAJDINA,Bulky Municipal Waste (20 03 07),147.66
