year,statistical_region,name_of_municipality,waste_code,type_of_waste,waste_category,waste_collected_by_municipality
2019,PODRAVSKA,SVETI TOMAŽ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,25.84
2019,PODRAVSKA,ŠENTILJ,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,6.79
2019,PODRAVSKA,ŠENTILJ,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,14.92
2019,POMURSKA,APAČE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,369.94
2019,POMURSKA,BELTINCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,284.46
2019,POMURSKA,CANKOVA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,51.19
2019,POMURSKA,DOBROVNIK,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,31.27
2019,POMURSKA,GORNJA RADGONA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,43.469
2019,POMURSKA,GORNJA RADGONA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,3.6
2019,POMURSKA,GORNJA RADGONA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,287.53
2019,POMURSKA,GORNJI PETROVCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,23.41
2019,POMURSKA,GRAD,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,56.94
2019,POMURSKA,HODOŠ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1.46
2019,POMURSKA,KOBILJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,14.96
2019,POMURSKA,KRIŽEVCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,195.55
2019,POMURSKA,KUZMA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,9.53
2019,POMURSKA,LENDAVA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.6
2019,POMURSKA,LENDAVA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.64
2019,POMURSKA,LENDAVA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,168.27
2019,POMURSKA,LJUTOMER,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.08
2019,POMURSKA,LJUTOMER,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.52
2019,POMURSKA,LJUTOMER,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,580.77
2019,POMURSKA,MORAVSKE TOPLICE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,110.45
2019,POMURSKA,MURSKA SOBOTA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,71.6
2019,POMURSKA,MURSKA SOBOTA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,26.32
2019,POMURSKA,MURSKA SOBOTA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,637.7
2019,POMURSKA,ODRANCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,56.31
2019,POMURSKA,PUCONCI,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,314.88
2019,POMURSKA,PUCONCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,202.54
2019,POMURSKA,RADENCI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,81.16
2019,POMURSKA,RADENCI,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,19.58
2019,POMURSKA,RADENCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,146.89
2019,POMURSKA,RAZKRIŽJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,74.61
2019,POMURSKA,ROGAŠOVCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,51.06
2019,POMURSKA,SVETI JURIJ OB ŠČAVNICI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.56
2019,POMURSKA,SVETI JURIJ OB ŠČAVNICI,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,5.5
2019,POMURSKA,SVETI JURIJ OB ŠČAVNICI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,79.54
2019,POMURSKA,TIŠINA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,108.32
2019,POMURSKA,TURNIŠČE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,94.56
2019,POMURSKA,VELIKA POLANA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,10.56
2019,POMURSKA,VERŽEJ,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4.46
2019,POMURSKA,VERŽEJ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,76.69
2019,POMURSKA,ČRENŠOVCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,131.58
2019,POMURSKA,ŠALOVCI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,35.44
2019,POSAVSKA,BISTRICA OB SOTLI,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2.59
2019,POSAVSKA,BISTRICA OB SOTLI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,0.555
2019,POSAVSKA,KOSTANJEVICA NA KRKI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,39.06
2019,POSAVSKA,KOSTANJEVICA NA KRKI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2.8899999999999997
2019,POSAVSKA,KRŠKO,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,571.04
2019,POSAVSKA,KRŠKO,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,113.36
2019,POSAVSKA,KRŠKO,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,539.983
2019,POSAVSKA,KRŠKO,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,339.46
2019,POSAVSKA,RADEČE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,67.3
2019,POSAVSKA,RADEČE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,57.76
2019,PRIMORSKONOTRANJSKA,CERKNICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,7.09
2019,PRIMORSKONOTRANJSKA,ILIRSKA BISTRICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,15.334
2019,PRIMORSKONOTRANJSKA,PIVKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,187.19
2019,SAVINJSKA,CELJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,11.633
2019,SAVINJSKA,KOZJE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,6.328
2019,SAVINJSKA,KOZJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1.356
2019,SAVINJSKA,LAŠKO,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.15
2019,SAVINJSKA,NAZARJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,851.48
2019,SAVINJSKA,PODČETRTEK,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.86
2019,SAVINJSKA,PODČETRTEK,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,6.804
2019,SAVINJSKA,PODČETRTEK,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1.458
2019,SAVINJSKA,ROGATEC,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,4.704
2019,SAVINJSKA,ROGATEC,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1.008
2019,SAVINJSKA,ROGAŠKA SLATINA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,22.533
2019,SAVINJSKA,ROGAŠKA SLATINA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,4.828
2019,SAVINJSKA,VELENJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,26.32
2019,SAVINJSKA,VELENJE,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1.18
2019,SAVINJSKA,ZREČE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2.12
2019,SAVINJSKA,ZREČE,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,4.12
2019,SAVINJSKA,ŠMARJE PRI JELŠAH,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,27.041
2019,SAVINJSKA,ŠMARJE PRI JELŠAH,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,5.795
2019,ZASAVSKA,HRASTNIK,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,248.06
2019,ZASAVSKA,LITIJA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,3.38
2019,ZASAVSKA,LITIJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,357.15
2019,ZASAVSKA,TRBOVLJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,172.3
2019,ZASAVSKA,ZAGORJE OB SAVI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,150.66
2020,GORENJSKA,BLED,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,23.92
2020,GORENJSKA,BLED,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,152.8
2020,GORENJSKA,BOHINJ,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,6.24
2020,GORENJSKA,CERKLJE NA GORENJSKEM,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,187.48
2020,GORENJSKA,CERKLJE NA GORENJSKEM,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,102.72
2020,GORENJSKA,GORENJA VAS-POLJANE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,18.007
2020,GORENJSKA,GORENJA VAS-POLJANE,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,51.753
2020,GORENJSKA,GORENJA VAS-POLJANE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,108.18
2020,GORENJSKA,GORENJA VAS-POLJANE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,146.84
2020,GORENJSKA,JESENICE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,13.623
2020,GORENJSKA,KRANJ,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,197.003
2020,GORENJSKA,KRANJ,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,7.84
2020,GORENJSKA,KRANJ,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,182.87
2020,GORENJSKA,KRANJ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,603.733
2020,GORENJSKA,KRANJSKA GORA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,26.236
2020,GORENJSKA,KRANJSKA GORA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,7.28
2020,GORENJSKA,KRANJSKA GORA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.36
2020,GORENJSKA,NAKLO,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,30.08
2020,GORENJSKA,PREDDVOR,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,12.592
2020,GORENJSKA,RADOVLJICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,39.539
2020,GORENJSKA,TRŽIČ,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,23.545
2020,GORENJSKA,ŠENČUR,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,53.165
2020,GORENJSKA,ŠKOFJA LOKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,59.213
2020,GORENJSKA,ŠKOFJA LOKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,349.86
2020,GORENJSKA,ŽELEZNIKI,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,108.61
2020,GORENJSKA,ŽIRI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,14.55
2020,GORENJSKA,ŽIRI,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,141.81
2020,GORENJSKA,ŽIRI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,87.92
2020,GORIŠKA,AJDOVŠČINA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,43.513
2020,GORIŠKA,AJDOVŠČINA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,59.68
2020,GORIŠKA,AJDOVŠČINA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,353.914
2020,GORIŠKA,BRDA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.558
2020,GORIŠKA,CERKNO,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,91.491
2020,GORIŠKA,IDRIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,115.033
2020,GORIŠKA,IDRIJA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,53.61
2020,GORIŠKA,IDRIJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,271.629
2020,GORIŠKA,KANAL,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.12
2020,GORIŠKA,NOVA GORICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,118.891
2020,GORIŠKA,NOVA GORICA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,196.54
2020,GORIŠKA,NOVA GORICA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,62.52
2020,GORIŠKA,NOVA GORICA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1957.39
2020,GORIŠKA,NOVA GORICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1.36
2020,GORIŠKA,TOLMIN,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,81.19
2020,GORIŠKA,TOLMIN,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,10.078
2020,GORIŠKA,VIPAVA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,102.039
2020,GORIŠKA,ŠEMPETER-VRTOJBA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,3.427
2020,JUGOVZHODNA SLOVENIJA,DOLENJSKE TOPLICE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,64.318
2020,JUGOVZHODNA SLOVENIJA,KOČEVJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4.788
2020,JUGOVZHODNA SLOVENIJA,LOŠKI POTOK,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,45.649
2020,JUGOVZHODNA SLOVENIJA,METLIKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4.019
2020,JUGOVZHODNA SLOVENIJA,METLIKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,502.883
2020,JUGOVZHODNA SLOVENIJA,MIRNA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,28.808
2020,JUGOVZHODNA SLOVENIJA,MIRNA PEČ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1.56
2020,JUGOVZHODNA SLOVENIJA,MOKRONOG-TREBELNO,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,35.302
2020,JUGOVZHODNA SLOVENIJA,NOVO MESTO,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,34.936
2020,JUGOVZHODNA SLOVENIJA,NOVO MESTO,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1049.016
2020,JUGOVZHODNA SLOVENIJA,OSILNICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,5.9
2020,JUGOVZHODNA SLOVENIJA,RIBNICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2.948
2020,JUGOVZHODNA SLOVENIJA,RIBNICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,323.2
2020,JUGOVZHODNA SLOVENIJA,SEMIČ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,151.531
2020,JUGOVZHODNA SLOVENIJA,SODRAŽICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,56.19
2020,JUGOVZHODNA SLOVENIJA,STRAŽA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,9.386
2020,JUGOVZHODNA SLOVENIJA,TREBNJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4.336
2020,JUGOVZHODNA SLOVENIJA,TREBNJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,119.915
2020,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.51
2020,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,496.951
2020,JUGOVZHODNA SLOVENIJA,ŠENTJERNEJ,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,89.83
2020,JUGOVZHODNA SLOVENIJA,ŠENTRUPERT,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,29.255
2020,JUGOVZHODNA SLOVENIJA,ŠKOCJAN,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,9.42
2020,JUGOVZHODNA SLOVENIJA,ŠMARJEŠKE TOPLICE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,5.717
2020,JUGOVZHODNA SLOVENIJA,ŽUŽEMBERK,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,69.888
2020,KOROŠKA,DRAVOGRAD,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,90.631
2020,KOROŠKA,DRAVOGRAD,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,310.02
2020,KOROŠKA,MEŽICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.886
2020,KOROŠKA,MEŽICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,95.546
2020,KOROŠKA,MISLINJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,25.575
2020,KOROŠKA,MISLINJA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,8.286
2020,KOROŠKA,MISLINJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,196.652
2020,KOROŠKA,MUTA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,62.892
2020,KOROŠKA,PODVELKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,44.979
2020,KOROŠKA,PREVALJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,12.55
2020,KOROŠKA,PREVALJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,172.757
2020,KOROŠKA,RADLJE OB DRAVI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,38.317
2020,KOROŠKA,RADLJE OB DRAVI,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,116.9
2020,KOROŠKA,RADLJE OB DRAVI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,109.113
2020,KOROŠKA,RAVNE NA KOROŠKEM,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,27.309
2020,KOROŠKA,RAVNE NA KOROŠKEM,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,263.106
2020,KOROŠKA,RAVNE NA KOROŠKEM,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,307.404
2020,KOROŠKA,RIBNICA NA POHORJU,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,21.83
2020,KOROŠKA,SLOVENJ GRADEC,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,137.819
2020,KOROŠKA,SLOVENJ GRADEC,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,30.254
2020,KOROŠKA,SLOVENJ GRADEC,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,727.228
2020,KOROŠKA,VUZENICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,47.986
2020,KOROŠKA,ČRNA NA KOROŠKEM,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.824
2020,KOROŠKA,ČRNA NA KOROŠKEM,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,88.913
2020,OBALNOKRAŠKA,ANKARAN,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.364
2020,OBALNOKRAŠKA,DIVAČA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.188
2020,OBALNOKRAŠKA,HRPELJE-KOZINA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,3.172
2020,OBALNOKRAŠKA,HRPELJE-KOZINA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0.055
2020,OBALNOKRAŠKA,IZOLA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,85.604
2020,OBALNOKRAŠKA,IZOLA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,8.7
2020,OBALNOKRAŠKA,KOMEN,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.459
2020,OBALNOKRAŠKA,KOPER,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,126.628
2020,OBALNOKRAŠKA,KOPER,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,7.73
2020,OBALNOKRAŠKA,KOPER,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,774.45
2020,OBALNOKRAŠKA,PIRAN,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,168.063
2020,OBALNOKRAŠKA,PIRAN,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,220.46
2020,OBALNOKRAŠKA,SEŽANA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,77.555
2020,OBALNOKRAŠKA,SEŽANA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,562.36
2020,OSREDNJESLOVENSKA,BOROVNICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,61.605
2020,OSREDNJESLOVENSKA,BREZOVICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,5.688
2020,OSREDNJESLOVENSKA,BREZOVICA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0.32
2020,OSREDNJESLOVENSKA,BREZOVICA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,83.3
2020,OSREDNJESLOVENSKA,BREZOVICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,199.78
2020,OSREDNJESLOVENSKA,DOBREPOLJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.6
2020,OSREDNJESLOVENSKA,DOBREPOLJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,51.135
2020,OSREDNJESLOVENSKA,DOBROVA-POLHOV GRADEC,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1.1
2020,OSREDNJESLOVENSKA,DOBROVA-POLHOV GRADEC,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,51.2
2020,OSREDNJESLOVENSKA,DOL PRI LJUBLJANI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4.536
2020,OSREDNJESLOVENSKA,DOL PRI LJUBLJANI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,82.22
2020,OSREDNJESLOVENSKA,DOMŽALE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,147.985
2020,OSREDNJESLOVENSKA,DOMŽALE,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,98.16
2020,OSREDNJESLOVENSKA,DOMŽALE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1502.172
2020,OSREDNJESLOVENSKA,GROSUPLJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,101.888
2020,OSREDNJESLOVENSKA,GROSUPLJE,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,36.52
2020,OSREDNJESLOVENSKA,GROSUPLJE,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,170.32
2020,OSREDNJESLOVENSKA,GROSUPLJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,425.121
2020,OSREDNJESLOVENSKA,HORJUL,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4.96
2020,OSREDNJESLOVENSKA,HORJUL,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1.64
2020,OSREDNJESLOVENSKA,HORJUL,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,54.56
2020,OSREDNJESLOVENSKA,IG,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,106.36
2020,OSREDNJESLOVENSKA,IG,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,218.46
2020,OSREDNJESLOVENSKA,IVANČNA GORICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.768
2020,OSREDNJESLOVENSKA,IVANČNA GORICA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,264.915
2020,OSREDNJESLOVENSKA,KAMNIK,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,10.418
2020,OSREDNJESLOVENSKA,KOMENDA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,50.602
2020,OSREDNJESLOVENSKA,KOMENDA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,1030
2020,OSREDNJESLOVENSKA,KOMENDA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.08
2020,OSREDNJESLOVENSKA,LJUBLJANA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1079.603
2020,OSREDNJESLOVENSKA,LJUBLJANA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,34.16
2020,OSREDNJESLOVENSKA,LJUBLJANA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2086.253
2020,OSREDNJESLOVENSKA,LJUBLJANA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,5425.3
2020,OSREDNJESLOVENSKA,LJUBLJANA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,7684.88
2020,OSREDNJESLOVENSKA,LOG-DRAGOMER,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,52.326
2020,OSREDNJESLOVENSKA,LOGATEC,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,95.99
2020,OSREDNJESLOVENSKA,LOGATEC,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,15.11
2020,OSREDNJESLOVENSKA,LOGATEC,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,7.44
2020,OSREDNJESLOVENSKA,LUKOVICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,5.398
