year,statistical_region,waste_code,type_of_waste,waste_category,total_waste_collected,waste_from_producers_no_record,waste_from_producers_with_record,waste_from_collectors_RS,waste_from_processors_RS
2020,JUGOVZHODNA SLOVENIJA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2706.21,2706.21,0,0,0
2020,JUGOVZHODNA SLOVENIJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2844.65,2838.75,0,5.9,0
2020,KOROŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,53.12,0,0,53.12,0
2020,KOROŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1410.57,481.396,804.41,97.16,27.604
2020,KOROŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,354.78,0,351.32,3.46,0
2020,KOROŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,7.88,0,7.88,0,0
2020,KOROŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,52.691,0,52.691,0,0
2020,KOROŠKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,39.92,0,39.92,0,0
2020,KOROŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,592.011,553.947,26.564,11.5,0
2020,KOROŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2185.32,2185.32,0,0,0
2020,OBALNO-KRAŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,392.44,0,392.44,0,0
2020,OBALNO-KRAŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1786.661,1638.15,148.511,0,0
2020,OBALNO-KRAŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,1239.69,0,1239.69,0,0
2020,OBALNO-KRAŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1948.665,1901.801,46.864,0,0
2020,OBALNO-KRAŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,3659.02,3656.435,2.585,0,0
2020,OBALNO-KRAŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1900.21,1853.894,46.316,0,0
2020,OSREDNJESLOVENSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,2566.342,0,2566.342,0,0
2020,OSREDNJESLOVENSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,10601.404,4431.485,6121.739,18.58,29.6
2020,OSREDNJESLOVENSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,3925.698,136.56,3612.518,0.79,175.83
2020,OSREDNJESLOVENSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,872.125,0,872.125,0,0
2020,OSREDNJESLOVENSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,180.752,0,27.63,0,153.122
2020,OSREDNJESLOVENSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,8.751,0,8.751,0,0
2020,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,61510.04,14914.315,32888.853,13350.882,355.99
2020,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,9297.269,9168.893,128.376,0,0
2020,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,14128.75,14110.673,18.077,0,0
2020,PODRAVSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,151.14,0,145.42,5.72,0
2020,PODRAVSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,167.74,0,167.74,0,0
2020,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2027.681,1837.827,186.304,3.55,0
2020,PODRAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,905.324,41.559,863.765,0,0
2020,PODRAVSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,89.586,0,81.066,8.52,0
2020,PODRAVSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,156.54,0,0,156.54,0
2020,PODRAVSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,2.24,0,2.24,0,0
2020,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,7752.497,7650.087,65.953,36.457,0
2020,PODRAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,8882.117,7595.377,1286.74,0,0
2020,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,8721.364,7317.112,493.052,911.2,0
2020,POMURSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,744.5350000000001,576.97,167.565,0,0
2020,POMURSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,117.18,0,117.18,0,0
2020,POMURSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,61.06,0,61.06,0,0
2020,POMURSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,34.1,0,0,0,34.1
2020,POMURSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2251.062,2093.915,157.147,0,0
2020,POMURSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1040.37,919.53,120.84,0,0
2020,POMURSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,4097.16,4079.33,17.83,0,0
2020,POSAVSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,62.46000000000001,0,21.26,41.2,0
2020,POSAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2281.1949999999997,1266.946,800.829,213.42,0
2020,POSAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,204.045,3.26,200.785,0,0
2020,POSAVSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,17.28,0,17.28,0,0
2020,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,695.175,514.813,149.702,30.66,0
2020,POSAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1505.1,622.37,745.864,136.866,0
2020,POSAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,522.02,522.02,0,0,0
2020,PRIMORSKO-NOTRANJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,737.777,487.552,250.225,0,0
2020,PRIMORSKO-NOTRANJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,10.25,0,10.25,0,0
2020,PRIMORSKO-NOTRANJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,8.58,0,8.58,0,0
2020,PRIMORSKO-NOTRANJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,571.87,571.87,0,0,0
2020,PRIMORSKO-NOTRANJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1245.77,1231.68,14.09,0,0
2020,PRIMORSKO-NOTRANJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1760.738,1727.848,32.89,0,0
2020,SAVINJSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,102.26,0,57.44,0,44.82
2020,SAVINJSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,165.06,0,165.06,0,0
2020,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4027.731,1629.155,2246.274,135.442,16.86
2020,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,2619.5040000000004,0.12,2411.204,109.74,98.44
2020,SAVINJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,341.36,0,341.36,0,0
2020,SAVINJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,48.4,0,48.4,0,0
2020,SAVINJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,880.34,0,0,0,880.34
2020,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,5398.153,5177.723,63.79,81.9,74.74
2020,SAVINJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2986.485,2986.485,0,0,0
2020,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,10716.55,10716.55,0,0,0
2020,ZASAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1280.397,403.632,761.185,115.58,0
2020,ZASAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,348.14,0.02,348.12,0,0
2020,ZASAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,414.246,307.064,104.39,2.792,0
2020,ZASAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,920.8,919.12,1.68,0,0
2020,ZASAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,547.86,547.86,0,0,0
2021,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1962.702,1961.642,1.06,0,0
2021,GORENJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,77.01,77.01,0,0,0
2021,GORENJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,547.86,547.56,0.3,0,0
2021,GORENJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,37.03,0,37.03,0,0
2021,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,3355.703,2957.808,159.935,237.96,0
2021,GORENJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,4364.82,4306.67,58.15,0,0
2021,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,4871.098,4785.958,85.14,0,0
2021,GORIŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,23.44,0,23.44,0,0
2021,GORIŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1852.956,1222.44,630.516,0,0
2021,GORIŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,191.748,15.28,176.468,0,0
2021,GORIŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,142.3,10.53,131.77,0,0
2021,GORIŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,18.41,0,13.62,0,4.79
2021,GORIŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2938.164,2852.985,85.179,0,0
2021,GORIŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,3305.712,3240.972,64.74,0,0
2021,GORIŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,3073.095,3072.675,0.42,0,0
2021,JUGOVZHODNA SLOVENIJA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,4793.136,0,95.556,20.12,4677.46
2021,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1395.503,1356.942,38.561,0,0
2021,JUGOVZHODNA SLOVENIJA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,24.705,0,24.705,0,0
2021,JUGOVZHODNA SLOVENIJA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,71.89,0,71.89,0,0
2021,JUGOVZHODNA SLOVENIJA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,205.46,0,6.88,0,198.58
2021,JUGOVZHODNA SLOVENIJA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2058.359,2054.199,4.16,0,0
2021,JUGOVZHODNA SLOVENIJA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,3214.41,3133.66,80.75,0,0
2021,JUGOVZHODNA SLOVENIJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,3440.54,3416.81,21.02,2.71,0
2021,KOROŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1655.2,486.367,1029.028,88.485,51.32
2021,KOROŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,474.358,0,429.592,44.766,0
2021,KOROŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,20.95,0,20.95,0,0
2021,KOROŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,62.844,3.38,56.084,3.38,0
2021,KOROŠKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,38.76,0,38.76,0,0
2021,KOROŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,835.122,756.77,15.212,0.98,62.16
2021,KOROŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2367.36,2367.36,0,0,0
2021,OBALNO-KRAŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,99.7,0,99.7,0,0
2021,OBALNO-KRAŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1591.585,1485.997,105.588,0,0
2021,OBALNO-KRAŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,1477.98,0,1477.98,0,0
2021,OBALNO-KRAŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2504.838,2504.838,0,0,0
2021,OBALNO-KRAŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,3841.907,3832.487,9.42,0,0
2021,OBALNO-KRAŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2205.78,2153.5,52.28,0,0
2021,OSREDNJESLOVENSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,5.62,0,5.62,0,0
2021,OSREDNJESLOVENSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,2857.25,0,2857.25,0,0
2021,OSREDNJESLOVENSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,10553.903,4723.054,4988.473,315.543,526.833
2021,OSREDNJESLOVENSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,4354.159,564.08,3630.199,80.55,79.33
2021,OSREDNJESLOVENSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,263.185,0,263.185,0,0
2021,OSREDNJESLOVENSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,568.519,491.637,32.686,44.196,0
2021,OSREDNJESLOVENSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,6.76,0,6.76,0,0
2021,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,66162.334,15003.807,26194.369,24082.678,881.48
2021,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,12562.01,12412.183,149.827,0,0
2021,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,14738.155,14711.85,26.305,0,0
2021,PODRAVSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,144.98,0,144.98,0,0
2021,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2207.845,1980.161,167.099,60.585,0
2021,PODRAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,807.694,269.038,536.316,2.34,0
2021,PODRAVSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,187.24,0,134.79,52.45,0
2021,PODRAVSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,304.636,0,0,0,304.636
2021,PODRAVSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,2.06,0,2.06,0,0
2021,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,7683.021,7279.249,40.328,363.444,0
2021,PODRAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,9100.108,8849.84,250.268,0,0
2021,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,10311.745,8198.284,425.611,1687.85,0
2021,POMURSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1182.86,602.02,580.84,0,0
2021,POMURSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,188.981,0,188.981,0,0
2021,POMURSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,82.98,0,82.98,0,0
2021,POMURSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2490.961,2272.436,127.141,91.384,0
2021,POMURSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1154.02,957.76,11.48,184.78,0
2021,POMURSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,4086.72,4027.24,59.48,0,0
2021,POSAVSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,110.922,0,110.922,0,0
2021,POSAVSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,300.41,0,300.41,0,0
2021,POSAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1920.125,1074.742,722.896,122.487,0
2021,POSAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,252.357,4.43,246.287,1.64,0
2021,POSAVSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,412.818,0,0.205,412.613,0
2021,POSAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1287.775,947.235,258.32,82.22,0
2021,POSAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2310.4,974.22,1015.936,320.244,0
2021,POSAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,553.65,553.65,0,0,0
2021,PRIMORSKO-NOTRANJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,477.875,246.475,231.4,0,0
2021,PRIMORSKO-NOTRANJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,15.16,0.26,14.9,0,0
2021,PRIMORSKO-NOTRANJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,869.9,869.9,0,0,0
2021,PRIMORSKO-NOTRANJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1336.9,1318.12,18.78,0,0
2021,PRIMORSKO-NOTRANJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2137.5,1865.985,271.515,0,0
2021,SAVINJSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,824.94,0,73.5,0,751.44
2021,SAVINJSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,155.08,0,155.08,0,0
2021,SAVINJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,6627.561,1801.954,4819.647,0,5.96
2021,SAVINJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,4090.843,21.803,3916.04,87.84,65.16
2021,SAVINJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,510.458,0,510.458,0,0
2021,SAVINJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,0.4,0,0.4,0,0
2021,SAVINJSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,2029.81,34.84,0,0,1994.97
2021,SAVINJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,4868.731,4817.461,51.27,0,0
2021,SAVINJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2819.564,2797.884,0,21.68,0
2021,SAVINJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,11055.388,11055.388,0,0,0
2021,ZASAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1076.082,505.309,424.735,146.038,0
2021,ZASAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,361.71,0,289.96,71.75,0
2021,ZASAVSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,1.76,0,1.76,0,0
2021,ZASAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,526.107,416.145,102.592,7.37,0
2021,ZASAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1070.495,1067.645,2.85,0,0
2021,ZASAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,649.14,649.14,0,0,0
2022,GORENJSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2010.6,2010.6,0,0,0
2022,GORENJSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,96.8,96.8,0,0,0
2022,GORENJSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,622.19,610.91,11.28,0,0
2022,GORENJSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,16.299,2.299,14,0,0
2022,GORENJSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,4167.605,2689.275,109.35,1368.98,0
2022,GORENJSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,4561.9,4522.08,39.82,0,0
2022,GORENJSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,3924.213,3897.123,27.09,0,0
2022,GORIŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,36.265,0,36.265,0,0
2022,GORIŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1788.722,1205.934,582.788,0,0
2022,GORIŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,171.586,62.206,109.38,0,0
2022,GORIŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,116.935,1.125,115.81,0,0
2022,GORIŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,10.55,0,10.55,0,0
2022,GORIŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2985.313,2906.369,78.944,0,0
2022,GORIŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,3601.72,3587.06,14.66,0,0
2022,GORIŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2676.76,2676.76,0,0,0
2022,JUGOVZHODNA SLOVENIJA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,4096.7,0,77.28,0,4019.42
2022,JUGOVZHODNA SLOVENIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1644.047,1614.949,29.098,0,0
2022,JUGOVZHODNA SLOVENIJA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,6.967,0,6.967,0,0
2022,JUGOVZHODNA SLOVENIJA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,82.23,0,82.23,0,0
2022,JUGOVZHODNA SLOVENIJA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,383.852,0,10,0,373.852
2022,JUGOVZHODNA SLOVENIJA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1919.265,1919.245,0.02,0,0
2022,JUGOVZHODNA SLOVENIJA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2783.78,2779.42,4.36,0,0
2022,JUGOVZHODNA SLOVENIJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,3438.41,3436.27,2.14,0,0
2022,KOROŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1468.928,497.09,859.498,104.34,8
2022,KOROŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,471.58,0,471.58,0,0
2022,KOROŠKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,5.16,0,5.16,0,0
2022,KOROŠKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,58.279,0,58.279,0,0
2022,KOROŠKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,29.98,0,29.98,0,0
2022,KOROŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,854.537,804.564,20.053,0.52,29.4
2022,KOROŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,48.56,0,48.56,0,0
2022,KOROŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2155.68,2155.68,0,0,0
2022,OBALNO-KRAŠKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,66.56,0,66.56,0,0
2022,OBALNO-KRAŠKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1574.847,1473.973,100.874,0,0
2022,OBALNO-KRAŠKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,1642.86,0,1642.86,0,0
2022,OBALNO-KRAŠKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2678.804,2678.804,0,0,0
2022,OBALNO-KRAŠKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,3888.73,3888.73,0,0,0
2022,OBALNO-KRAŠKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2184.18,2135.56,48.62,0,0
2022,OSREDNJESLOVENSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,1.1,0,1.1,0,0
2022,OSREDNJESLOVENSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,2341.155,0,2341.155,0,0
2022,OSREDNJESLOVENSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,12736.61,4815.079,7051.328,360.638,509.565
2022,OSREDNJESLOVENSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,3306.766,315.7,2945.126,21.82,24.12
2022,OSREDNJESLOVENSKA,17 02 01,Construction Wood Waste (17 02 01),Construction/Demolition Waste,615.312,0,615.312,0,0
2022,OSREDNJESLOVENSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,820.754,747.967,30.596,0,42.191
2022,OSREDNJESLOVENSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,2.874,0,2.874,0,0
2022,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,39185.712,13110.012,13817.937,11139.009,1118.754
