"year","name_of_company","statistical_region","waste_code","type_of_waste","waste_category","waste_received","waste_from_producers_no_list","waste_from_producers_with_list","waste_from_other_collectors","waste_from_processors"
2019,"Komunala Tolmin, javno podjetje, d.o.o.","GORIŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",267.478,267.478,0,0,0
2019,"Komunala Tolmin, javno podjetje, d.o.o.","GORIŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",523.2199999999999,517.81,5.41,0,0
2019,"Komunala Tolmin, javno podjetje, d.o.o.","GORIŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",227.03,227.03,0,0,0
2019,"Kostak, komunalno in gradbeno podjetje, d.d.","POSAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",610.1,610.1,0,0,0
2019,"Kostak, komunalno in gradbeno podjetje, d.d.","POSAVSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",9.46,5.02,0,4.44,0
2019,"Kostak, komunalno in gradbeno podjetje, d.d.","POSAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",113.36,113.36,0,0,0
2019,"Kostak, komunalno in gradbeno podjetje, d.d.","POSAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",906.1030000000001,507.163,398.94,0,0
2019,"Kostak, komunalno in gradbeno podjetje, d.d.","POSAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",340.64,340.56,0.08,0,0
2019,"LOŠKA KOMUNALA, oskrba z vodo in plinom, d.d., Škofja Loka","GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",359.42,359.42,0,0,0
2019,"LOŠKA KOMUNALA, oskrba z vodo in plinom, d.d., Škofja Loka","GORENJSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",281.90999999999997,155.63,126.28,0,0
2019,"LOŠKA KOMUNALA, oskrba z vodo in plinom, d.d., Škofja Loka","GORENJSKA","17 02 01","Construction Wood Waste (17 02 01)","Construction/Demolition Waste",294.14,294.14,0,0,0
2019,"LOŠKA KOMUNALA, oskrba z vodo in plinom, d.d., Škofja Loka","GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",447.779,447.779,0,0,0
2019,"LOŠKA KOMUNALA, oskrba z vodo in plinom, d.d., Škofja Loka","GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",430.86,430.86,0,0,0
2019,"LUKA KOPER INPO - invalidsko podjetje, d.o.o., gradbeništvo, proizvodne in druge storitve v kopenskem in vodnem prometu, invalidska dejavnost.","OBALNO-KRAŠKA","03 01 05","Sawdust/Shavings/Cuttings (03 01 05)","Wood/Paper Production Waste",1235.9,0,1235.9,0,0
2019,"LUKA KOPER INPO - invalidsko podjetje, d.o.o., gradbeništvo, proizvodne in druge storitve v kopenskem in vodnem prometu, invalidska dejavnost.","OBALNO-KRAŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",122.76,0,122.76,0,0
2019,"LUKA KOPER INPO - invalidsko podjetje, d.o.o., gradbeništvo, proizvodne in druge storitve v kopenskem in vodnem prometu, invalidska dejavnost.","OBALNO-KRAŠKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",423.97999999999996,0,423.97999999999996,0,0
2019,"LUKA KOPER INPO - invalidsko podjetje, d.o.o., gradbeništvo, proizvodne in druge storitve v kopenskem in vodnem prometu, invalidska dejavnost.","OBALNO-KRAŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",60.92,0,60.92,0,0
2019,"METALIMPEX SLV, zbiranje, recikliranje in prodaja vseh vrst odpadkov, d.o.o.","JUGOVZHODNA SLOVENIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",23.716,0,23.716,0,0
2019,"METALIMPEX SLV, zbiranje, recikliranje in prodaja vseh vrst odpadkov, d.o.o.","JUGOVZHODNA SLOVENIJA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",29.536,0,29.536,0,0
2019,"NATURA VePo družba za komunalne storitve d.o.o.","POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",14.06,14.06,0,0,0
2019,"NATURA VePo družba za komunalne storitve d.o.o.","POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",4.28,4.28,0,0,0
2019,"NATURA VePo družba za komunalne storitve d.o.o.","POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",10.56,10.56,0,0,0
2019,"OBČINA BLOKE","PRIMORSKO-NOTRANJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",8.423,8.423,0,0,0
2019,"OBČINA BOHINJ","GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",50,50,0,0,0
2019,"OBČINA BOHINJ","GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",93.797,93.797,0,0,0
2019,"OBČINA BOHINJ","GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",292.9,292.9,0,0,0
2019,"OBČINA GORENJA VAS-POLJANE","GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",32.814,32.814,0,0,0
2019,"OBČINA GORENJA VAS-POLJANE","GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",88.44,88.44,0,0,0
2019,"OBČINA GORENJA VAS-POLJANE","GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",78.58,78.58,0,0,0
2019,"OBČINA GORENJA VAS-POLJANE","GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",143.94,143.94,0,0,0
2019,"OBČINA ŽIRI","GORENJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",29.394,29.394,0,0,0
2019,"OBČINA ŽIRI","GORENJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",103.59,103.59,0,0,0
2019,"OBČINA ŽIRI","GORENJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",101.66,101.66,0,0,0
2019,"OBČINA ŽIRI","GORENJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",156.46,156.46,0,0,0
2019,"OKP JAVNO PODJETJE ZA KOMUNALNE STORITVE Rogaška Slatina, d.o.o.","SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",163.40800000000002,133.828,29.58,0,0
2019,"OKP JAVNO PODJETJE ZA KOMUNALNE STORITVE Rogaška Slatina, d.o.o.","SAVINJSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0.14,0.14,0,0,0
2019,"OKP JAVNO PODJETJE ZA KOMUNALNE STORITVE Rogaška Slatina, d.o.o.","SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",245.78900000000002,240.729,5.06,0,0
2019,"OKP JAVNO PODJETJE ZA KOMUNALNE STORITVE Rogaška Slatina, d.o.o.","SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",61.23,61.23,0,0,0
2019,"OKP JAVNO PODJETJE ZA KOMUNALNE STORITVE Rogaška Slatina, d.o.o.","SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",892.14,889.61,2.53,0,0
2019,"P.URŠIČ, družba za reciklažo, storitve in trgovino d.o.o.","PODRAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",46.74,0,46.74,0,0
2019,"P.URŠIČ, družba za reciklažo, storitve in trgovino d.o.o.","PODRAVSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",38.79,4.11,34.68,0,0
2019,"PUBLIKUS gospodarjenje z odpadki d.o.o.","OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",292.42,237.9,54.519999999999996,0,0
2019,"PUBLIKUS gospodarjenje z odpadki d.o.o.","OSREDNJESLOVENSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",73.96,0,73.96,0,0
2019,"PUBLIKUS gospodarjenje z odpadki d.o.o.","OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",503.3,503.3,0,0,0
2019,"PUBLIKUS gospodarjenje z odpadki d.o.o.","OSREDNJESLOVENSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",129.29999999999998,103.96,25.34,0,0
2019,"PUBLIKUS gospodarjenje z odpadki d.o.o.","OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",1188.86,1074.6,114.25999999999999,0,0
2019,"PUBLIKUS gospodarjenje z odpadki d.o.o.","PRIMORSKO-NOTRANJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",472.88,89.08,383.8,0,0
2019,"PUBLIKUS gospodarjenje z odpadki d.o.o.","PRIMORSKO-NOTRANJSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",6.63,0,6.63,0,0
2019,"PUBLIKUS gospodarjenje z odpadki d.o.o.","PRIMORSKO-NOTRANJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",225.83,225.83,0,0,0
2019,"PUBLIKUS gospodarjenje z odpadki d.o.o.","PRIMORSKO-NOTRANJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",277.46,229.17,48.29,0,0
2019,"PUBLIKUS gospodarjenje z odpadki d.o.o.","PRIMORSKO-NOTRANJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",777.01,663.15,113.86,0,0
2019,"PUP - SAUBERMACHER, podjetje za ravnanje z odpadki d.o.o.","SAVINJSKA","03 01 05","Sawdust/Shavings/Cuttings (03 01 05)","Wood/Paper Production Waste",42.54,0,42.54,0,0
2019,"PUP - SAUBERMACHER, podjetje za ravnanje z odpadki d.o.o.","SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",306.5,306.5,0,0,0
2019,"PUP - SAUBERMACHER, podjetje za ravnanje z odpadki d.o.o.","SAVINJSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",346.88,0,346.88,0,0
2019,"PUP - SAUBERMACHER, podjetje za ravnanje z odpadki d.o.o.","SAVINJSKA","17 02 01","Construction Wood Waste (17 02 01)","Construction/Demolition Waste",266.38,0,264.56,0,1.82
2019,"PUP - SAUBERMACHER, podjetje za ravnanje z odpadki d.o.o.","SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",896.955,896.955,0,0,0
2019,"PUP - SAUBERMACHER, podjetje za ravnanje z odpadki d.o.o.","SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",1222.822,1222.822,0,0,0
2019,"PUP - SAUBERMACHER, podjetje za ravnanje z odpadki d.o.o.","SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",798.25,798.25,0,0,0
2019,"REMATS Reciklaža materialov, trgovanje doma in na tujem d.o.o.","OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",0.15,0,0.15,0,0
2019,"SALOMON d.o.o., podjetje za zaposlovanje invalidov, proizvodnjo, posredovanje in storitve Ljubljana","OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",3480.489,0,3455.5589999999997,23.55,1.38
2019,"SALOMON d.o.o., podjetje za zaposlovanje invalidov, proizvodnjo, posredovanje in storitve Ljubljana","OSREDNJESLOVENSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",1131.98,0,1049.928,82.052,0
2019,"SALOMON d.o.o., podjetje za zaposlovanje invalidov, proizvodnjo, posredovanje in storitve Ljubljana","OSREDNJESLOVENSKA","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues",554.375,0,0,151.712,402.663
2019,"SALOMON d.o.o., podjetje za zaposlovanje invalidov, proizvodnjo, posredovanje in storitve Ljubljana","OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",354.731,0,256.447,0,98.284
2019,"SALOMON d.o.o., podjetje za zaposlovanje invalidov, proizvodnjo, posredovanje in storitve Ljubljana","OSREDNJESLOVENSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",0.3,0,0.3,0,0
2019,"SAUBERMACHER - KOMUNALA - podjetje za odstranjevanje odpadkov Murska Sobota d.o.o.","POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",288.804,284.58,4.224,0,0
2019,"SAUBERMACHER - KOMUNALA - podjetje za odstranjevanje odpadkov Murska Sobota d.o.o.","POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",1301.941,1279.82,22.121,0,0
2019,"SAUBERMACHER - KOMUNALA - podjetje za odstranjevanje odpadkov Murska Sobota d.o.o.","POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",573.46,573.46,0,0,0
2019,"SAUBERMACHER - KOMUNALA - podjetje za odstranjevanje odpadkov Murska Sobota d.o.o.","POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",1681.44,1681.44,0,0,0
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","PODRAVSKA","03 01 05","Sawdust/Shavings/Cuttings (03 01 05)","Wood/Paper Production Waste",30.92,0,20.8,10.12,0
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","PODRAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",545.051,0,545.051,0,0
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","PODRAVSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",860.2,0,860.2,0,0
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","PODRAVSKA","17 02 01","Construction Wood Waste (17 02 01)","Construction/Demolition Waste",120.58,0,120.58,0,0
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","PODRAVSKA","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)","Waste Treatment Residues",1.31,0,1.31,0,0
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","PODRAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",112.35199999999999,110.252,2.1,0,0
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","PODRAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",715.348,497.893,181.79999999999998,35.655,0
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","PODRAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",2868.7900000000004,2509.146,181.324,178.32,0
2019,"SAUBERMACHER SLOVENIJA storitve pri varstvu okolja, trgovina in transport d.o.o.","POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",49.4,49.4,0,0,0
2019,"SIMBIO, družba za ravnanje z odpadki d.o.o.","SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",626.909,626.909,0,0,0
2019,"SIMBIO, družba za ravnanje z odpadki d.o.o.","SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",1942.451,1942.451,0,0,0
2019,"SIMBIO, družba za ravnanje z odpadki d.o.o.","SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",958.957,958.957,0,0,0
2019,"SIMBIO, družba za ravnanje z odpadki d.o.o.","SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",7092.546,7092.546,0,0,0
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",522.647,522.647,0,0,0
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",66.18,66.18,0,0,0
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",3002.223,3002.223,0,0,0
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",1653.52,1653.52,0,0,0
2019,"SNAGA Javno podjetje d.o.o.","OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",2070.46,2070.46,0,0,0
2019,"SNAGA, družba za ravnanje z odpadki in druge komunalne storitve, d.o.o.","PODRAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",707.6709999999999,642.862,64.809,0,0
2019,"SNAGA, družba za ravnanje z odpadki in druge komunalne storitve, d.o.o.","PODRAVSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",60.08,43.84,16.24,0,0
2019,"SNAGA, družba za ravnanje z odpadki in druge komunalne storitve, d.o.o.","PODRAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",3427.3,3423.887,3.413,0,0
2019,"SNAGA, družba za ravnanje z odpadki in druge komunalne storitve, d.o.o.","PODRAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",5386.28,5126.685,254.39499999999998,5.2,0
2019,"SNAGA, družba za ravnanje z odpadki in druge komunalne storitve, d.o.o.","PODRAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",3109.5799999999995,3009.5049999999997,100.075,0,0
2019,"Surovina, družba za predelavo odpadkov d.o.o.","PODRAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",423.78,0,0,423.78,0
2019,"Surovina, družba za predelavo odpadkov d.o.o.","SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",2014.859,0,1896.039,118.82,0
2019,"Surovina, družba za predelavo odpadkov d.o.o.","SAVINJSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",1784.3229999999999,0,1784.3229999999999,0,0
2019,"Surovina, družba za predelavo odpadkov d.o.o.","SAVINJSKA","17 02 01","Construction Wood Waste (17 02 01)","Construction/Demolition Waste",3.37,0,3.37,0,0
2019,"Surovina, družba za predelavo odpadkov d.o.o.","SAVINJSKA","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues",103.475,0,103.475,0,0
2019,"Surovina, družba za predelavo odpadkov d.o.o.","SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",66.97,0,66.97,0,0
2019,"TP METAL, odkup in prodaja odpadnih surovin, d.o.o.","OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",0.74,0,0.74,0,0
2019,"TSD, trgovina in druge storitve, d.o.o.","PODRAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",39.11,3.12,35.99,0,0
2019,"TSD, trgovina in druge storitve, d.o.o.","PODRAVSKA","17 02 01","Construction Wood Waste (17 02 01)","Construction/Demolition Waste",6.04,0,6.04,0,0
2019,"TSD, trgovina in druge storitve, d.o.o.","PODRAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",16.01,5.38,10.63,0,0
2019,"TSD, trgovina in druge storitve, d.o.o.","PODRAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",5.2,0,5.2,0,0
2019,"TSD, trgovina in druge storitve, d.o.o.","PODRAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",37.625,0,37.625,0,0
2019,"VAUKAN posredništvo, trgovina in storitve d.o.o.","SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",0.85,0,0.85,0,0
2019,"ZOLTAN, proizvodnja, trgovina in storitve, d.o.o.","GORENJSKA","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)","Waste Treatment Residues",12.41,0,12.41,0,0
2019,"ČISTO MESTO PTUJ podjetje za gospodarjenje z odpadki d.o.o.","PODRAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",263.808,263.808,0,0,0
2019,"ČISTO MESTO PTUJ podjetje za gospodarjenje z odpadki d.o.o.","PODRAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",675.962,633.731,42.231,0,0
2019,"ČISTO MESTO PTUJ podjetje za gospodarjenje z odpadki d.o.o.","PODRAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",382.68899999999996,345.794,36.895,0,0
2019,"ČISTO MESTO PTUJ podjetje za gospodarjenje z odpadki d.o.o.","PODRAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",1029.638,898.358,131.28,0,0
2019,"ŽURAN, deponiranje, predelava in proizvodnja gradbenih reciklatov, d.o.o.","PODRAVSKA","17 02 01","Construction Wood Waste (17 02 01)","Construction/Demolition Waste",82.64,0,82.64,0,0
